Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Miles Bridges,25,46,44,1714,7.9,17.1,0.464,2.4,6.3,0.377,5.5,10.8,0.515,2.5,3.0,0.844,0.9,6.2,7.2,3.2,1.0,0.5,1.9,1.8,20.8
2,Brandon Miller,21,51,45,1616,7.0,16.0,0.439,2.6,7.0,0.378,4.4,9.0,0.486,2.1,2.5,0.832,1.0,3.6,4.6,2.7,1.1,0.6,2.0,3.0,18.8
3,P.J. Washington,25,44,17,1286,6.4,14.2,0.446,2.2,6.8,0.324,4.1,7.4,0.558,1.9,2.6,0.713,1.5,5.0,6.5,2.7,1.1,0.9,1.8,3.1,16.8
4,Nick Richards,26,48,35,1254,5.3,7.7,0.691,0.0,0.0,,5.3,7.7,0.691,3.0,4.1,0.729,3.7,7.5,11.2,1.2,0.5,1.8,1.5,3.7,13.7
5,Terry Rozier,29,30,30,1065,8.5,18.6,0.459,2.8,7.8,0.358,5.7,10.7,0.533,3.7,4.4,0.845,0.6,3.4,4.0,6.7,1.1,0.4,2.2,1.8,23.5
6,Gordon Hayward,33,25,25,798,6.3,13.4,0.468,1.0,2.8,0.361,5.3,10.6,0.496,2.8,3.7,0.765,1.1,4.2,5.3,5.2,1.3,0.5,2.3,2.1,16.3
7,Ish Smith,35,43,5,741,3.2,7.7,0.418,0.2,0.4,0.5,3.0,7.3,0.413,0.1,0.2,0.75,0.5,3.2,3.7,7.0,0.8,0.2,2.3,2.4,6.8
8,Bryce McGowens,21,45,13,731,4.1,9.2,0.452,1.5,4.2,0.353,2.7,5.0,0.535,2.2,2.9,0.763,0.8,3.4,4.2,2.0,0.8,0.3,1.2,3.2,12.0
9,LaMelo Ball,22,22,22,711,9.3,21.4,0.433,3.5,10.0,0.355,5.7,11.4,0.5,4.6,5.3,0.865,1.5,4.3,5.7,8.9,2.0,0.2,4.2,4.0,26.6
10,Cody Martin,28,25,19,670,4.0,10.4,0.389,1.3,4.1,0.329,2.7,6.3,0.427,0.9,1.6,0.567,0.9,4.3,5.2,4.8,1.7,0.8,2.2,2.2,10.3
11,JT Thor,21,45,1,581,3.2,8.6,0.367,1.2,3.7,0.317,2.0,4.9,0.405,0.4,0.8,0.538,2.4,4.4,6.8,1.1,0.5,1.1,0.7,2.8,7.9
12,Nick Smith Jr.,19,37,0,573,5.5,13.6,0.406,3.2,7.1,0.451,2.3,6.5,0.356,0.7,0.8,0.846,1.0,2.4,3.4,2.8,0.4,0.4,2.0,2.8,15.0
13,Mark Williams,22,19,19,508,6.9,10.7,0.649,0.0,0.0,,6.9,10.7,0.649,3.3,4.5,0.719,5.4,7.7,13.0,1.6,1.1,1.4,1.2,3.5,17.1
14,Nathan Mensah,25,25,0,307,1.4,3.3,0.429,0.0,0.0,,1.4,3.3,0.429,1.1,1.4,0.75,3.4,4.2,7.6,1.1,0.7,1.6,1.6,7.5,3.9
15,Leaky Black,24,22,3,218,2.8,6.4,0.436,1.2,2.5,0.467,1.7,4.0,0.417,1.5,2.3,0.643,1.3,5.0,6.3,3.0,0.8,1.0,0.8,2.5,8.3
16,Théo Maledon,22,13,1,200,3.4,11.9,0.288,0.9,5.4,0.167,2.5,6.5,0.389,2.0,2.2,0.917,0.7,3.4,4.1,5.0,1.3,0.0,2.7,3.2,9.7
17,Tre Mann,22,6,6,177,5.1,12.0,0.424,2.2,4.9,0.458,2.8,7.1,0.4,1.8,2.0,0.9,0.8,5.9,6.7,6.3,2.0,0.0,2.2,2.8,14.2
18,Grant Williams,25,6,0,168,6.4,13.7,0.469,3.0,7.7,0.389,3.4,6.0,0.571,3.4,4.1,0.842,1.3,4.5,5.8,2.1,0.6,0.4,1.9,2.8,19.3
19,Vasilije Micić,30,6,0,133,6.2,14.3,0.434,1.6,5.1,0.316,4.6,9.2,0.5,1.6,2.2,0.75,0.8,2.4,3.2,9.7,0.5,0.0,2.7,3.0,15.7
20,Seth Curry,33,5,0,100,6.5,13.7,0.474,1.8,6.8,0.263,4.7,6.8,0.684,1.8,2.2,0.833,0.7,2.2,2.9,2.5,1.1,0.7,0.7,0.7,16.6
21,James Bouknight,23,14,0,81,8.0,18.2,0.439,5.8,13.3,0.433,2.2,4.9,0.455,0.4,0.9,0.5,0.4,3.6,4.0,2.7,0.4,0.4,0.9,1.3,22.2
22,Frank Ntilikina,25,5,0,43,0.8,7.5,0.111,0.8,6.7,0.125,0.0,0.8,0.0,1.7,1.7,1.0,0.8,4.2,5.0,3.3,0.0,0.0,0.8,3.3,4.2
23,Dāvis Bertāns,31,4,0,43,6.7,15.1,0.444,6.7,15.1,0.444,0.0,0.0,,0.0,0.0,,0.0,2.5,2.5,1.7,1.7,0.0,0.0,4.2,20.1
24,Amari Bailey,19,3,0,15,4.8,16.8,0.286,0.0,7.2,0.0,4.8,9.6,0.5,2.4,4.8,0.5,4.8,0.0,4.8,2.4,0.0,0.0,2.4,0.0,12.0
