Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Advanced,Advanced,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 21_level_0,Unnamed: 22_level_0
Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance
Team,15,42,13,44,-10.04,-0.16,-10.19,109.6,119.8,98.2,0.213,0.375,0.527,12.6,22.4,0.167,0.572,12.3,75.2,0.203,Spectrum Center,467773
Lg Rank,26,4,30,30,30.0,22.0,30.0,28.0,27.0,19.0,30.0,20.0,28.0,22.0,24.0,30.0,29.0,14.0,19.0,20.0,,26
