Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Luka Dončić,36:22,13.0,24.0,0.542,6.0,12.0,0.5,6.0,10.0,0.6,3.0,8.0,11.0,8.0,0.0,0.0,3.0,1.0,38.0,-29.0
1,Derrick Jones Jr.,24:23,3.0,9.0,0.333,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,6.0,-11.0
2,Dwight Powell,23:20,4.0,6.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,0.0,0.0,0.0,1.0,4.0,8.0,-17.0
3,Dante Exum,22:44,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,11.0,-14.0
4,Grant Williams,22:19,3.0,8.0,0.375,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,-13.0
6,Tim Hardaway Jr.,21:47,3.0,12.0,0.25,2.0,9.0,0.222,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,8.0,-7.0
7,Olivier-Maxence Prosper,20:02,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,-6.0
8,Jaden Hardy,18:39,3.0,9.0,0.333,2.0,3.0,0.667,1.0,2.0,0.5,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,9.0,-13.0
9,A.J. Lawson,14:50,2.0,4.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,-9.0
10,Markieff Morris,13:17,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,-11.0
11,Greg Brown III,8:44,2.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,0.2,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0
12,Seth Curry,6:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0
13,Richaun Holmes,6:36,1.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
14,Dexter Dennis,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
