Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Marvin Bagley III,39:07,10.0,16.0,0.625,0.0,0.0,0.0,0.0,5.0,0.0,6.0,5.0,11.0,2.0,2.0,3.0,3.0,3.0,20.0,2.0
1,Kyle Kuzma,38:29,7.0,16.0,0.438,1.0,5.0,0.2,0.0,0.0,0.0,0.0,6.0,6.0,5.0,2.0,1.0,3.0,2.0,15.0,-2.0
2,Tyus Jones,36:49,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,15.0,3.0,0.0,1.0,2.0,2.0,-2.0
3,Jordan Poole,34:02,7.0,19.0,0.368,2.0,9.0,0.222,8.0,8.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,24.0,-8.0
4,Deni Avdija,26:13,5.0,13.0,0.385,0.0,3.0,0.0,5.0,5.0,1.0,2.0,6.0,8.0,1.0,0.0,0.0,2.0,6.0,15.0,-16.0
6,Corey Kispert,17:04,4.0,5.0,0.8,2.0,3.0,0.667,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0
7,Bilal Coulibaly,16:59,1.0,4.0,0.25,1.0,3.0,0.333,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,5.0,4.0
8,Landry Shamet,14:00,5.0,6.0,0.833,3.0,4.0,0.75,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,13.0,-2.0
9,Delon Wright,11:10,1.0,5.0,0.2,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,-2.0
10,Patrick Baldwin Jr.,6:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
11,Jules Bernard,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Johnny Davis,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Hamidou Diallo,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Anthony Gill,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Isaiah Livers,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
