Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Mikal Bridges,39:51,7.0,16.0,0.438,6.0,12.0,0.5,1.0,3.0,0.333,1.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,21.0,-4.0
1,Cam Thomas,33:12,11.0,19.0,0.579,1.0,4.0,0.25,2.0,2.0,1.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,25.0,-11.0
2,Nic Claxton,30:16,6.0,12.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,4.0,1.0,0.0,1.0,3.0,12.0,-11.0
3,Spencer Dinwiddie,29:36,6.0,10.0,0.6,2.0,4.0,0.5,2.0,3.0,0.667,0.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,16.0,-13.0
4,Cameron Johnson,29:28,6.0,12.0,0.5,3.0,7.0,0.429,3.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,18.0,3.0
6,Lonnie Walker IV,30:35,7.0,16.0,0.438,3.0,8.0,0.375,2.0,2.0,1.0,1.0,2.0,3.0,7.0,4.0,0.0,2.0,4.0,19.0,-14.0
7,Royce O'Neale,20:31,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,-13.0
8,Dennis Smith Jr.,18:36,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,1.0,0.0,0.0,2.0,4.0,-15.0
9,Trendon Watford,5:38,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
10,Harry Giles,2:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.0
11,Dorian Finney-Smith,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Day'Ron Sharpe,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
