Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Lauri Markkanen,32:24,6.0,13.0,0.462,2.0,5.0,0.4,12.0,12.0,1.0,2.0,10.0,12.0,2.0,0.0,1.0,0.0,2.0,26.0,17.0
1,Kris Dunn,25:42,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,5.0,6.0
2,John Collins,24:05,6.0,10.0,0.6,2.0,4.0,0.5,1.0,2.0,0.5,0.0,6.0,6.0,3.0,1.0,0.0,1.0,2.0,15.0,12.0
3,Collin Sexton,21:08,8.0,14.0,0.571,2.0,4.0,0.5,4.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,22.0,11.0
4,Simone Fontecchio,20:30,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,13.0
6,Jordan Clarkson,33:00,12.0,19.0,0.632,3.0,8.0,0.375,0.0,1.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,3.0,1.0,27.0,8.0
7,Keyonte George,22:18,2.0,7.0,0.286,1.0,4.0,0.25,1.0,2.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,6.0,7.0
8,Kelly Olynyk,19:15,4.0,5.0,0.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,9.0,0.0
9,Walker Kessler,14:59,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,8.0,10.0
10,Ochai Agbaji,13:23,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0
11,Omer Yurtseven,3:19,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,-5.0
12,Luka Šamanić,3:19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-5.0
13,Taylor Hendricks,3:19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-5.0
14,Brice Sensabaugh,3:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
15,Talen Horton-Tucker,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
