Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Shai Gilgeous-Alexander,36:22,13.0,23.0,0.565,2.0,5.0,0.4,8.0,9.0,0.889,1.0,6.0,7.0,8.0,2.0,2.0,1.0,0.0,36.0,12.0
1,Jalen Williams,32:45,13.0,17.0,0.765,5.0,5.0,1.0,5.0,7.0,0.714,0.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,36.0,-2.0
2,Chet Holmgren,30:08,9.0,14.0,0.643,1.0,4.0,0.25,3.0,4.0,0.75,1.0,4.0,5.0,1.0,0.0,4.0,0.0,4.0,22.0,4.0
3,Josh Giddey,29:29,3.0,4.0,0.75,0.0,0.0,0.0,1.0,2.0,0.5,0.0,6.0,6.0,2.0,0.0,2.0,2.0,1.0,7.0,11.0
4,Luguentz Dort,26:48,2.0,9.0,0.222,1.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,5.0,13.0
6,Cason Wallace,21:52,2.0,6.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,6.0
7,Kenrich Williams,20:34,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0
8,Isaiah Joe,15:51,3.0,6.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0
9,Aaron Wiggins,11:50,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,5.0,7.0
10,Jaylin Williams,6:45,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-8.0
11,Tre Mann,6:15,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.0
12,Dāvis Bertāns,1:21,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
13,Vasilije Micić,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Aleksej Pokusevski,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
