Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Rudy Gobert,34:44,7.0,11.0,0.636,0.0,0.0,0.0,5.0,6.0,0.833,7.0,9.0,16.0,1.0,0.0,4.0,0.0,4.0,19.0,9.0
1,Karl-Anthony Towns,34:35,11.0,24.0,0.458,2.0,10.0,0.2,3.0,3.0,1.0,0.0,6.0,6.0,3.0,0.0,1.0,1.0,4.0,27.0,26.0
2,Anthony Edwards,34:02,11.0,28.0,0.393,3.0,10.0,0.3,13.0,14.0,0.929,1.0,2.0,3.0,5.0,1.0,0.0,4.0,4.0,38.0,8.0
3,Nickeil Alexander-Walker,30:48,2.0,4.0,0.5,1.0,3.0,0.333,1.0,2.0,0.5,1.0,4.0,5.0,5.0,1.0,0.0,0.0,2.0,6.0,8.0
4,Jaden McDaniels,30:22,5.0,11.0,0.455,1.0,4.0,0.25,2.0,2.0,1.0,2.0,3.0,5.0,0.0,2.0,0.0,1.0,4.0,13.0,10.0
6,Kyle Anderson,21:49,1.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,0.5,1.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,-3.0
7,Naz Reid,20:45,2.0,9.0,0.222,1.0,3.0,0.333,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,5.0,2.0
8,Shake Milton,18:34,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0
9,Jordan McLaughlin,13:01,2.0,4.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,1.0
10,Luka Garza,0:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
11,Wendell Moore Jr.,0:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.0
12,Troy Brown Jr.,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
