Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Myles Turner,34:50,7.0,13.0,0.538,1.0,3.0,0.333,1.0,2.0,0.5,2.0,6.0,8.0,1.0,0.0,0.0,2.0,2.0,16.0,-1.0
1,Jalen Smith,26:41,3.0,8.0,0.375,1.0,4.0,0.25,4.0,4.0,1.0,2.0,7.0,9.0,1.0,0.0,3.0,2.0,1.0,11.0,5.0
2,Aaron Nesmith,26:10,6.0,10.0,0.6,3.0,5.0,0.6,2.0,3.0,0.667,2.0,2.0,4.0,2.0,0.0,1.0,0.0,2.0,17.0,1.0
3,Bruce Brown,20:30,1.0,6.0,0.167,1.0,1.0,1.0,4.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,7.0,1.0
4,Tyrese Haliburton,13:29,3.0,5.0,0.6,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,1.0,7.0,-4.0
6,Bennedict Mathurin,29:05,8.0,15.0,0.533,5.0,9.0,0.556,5.0,7.0,0.714,0.0,4.0,4.0,3.0,2.0,0.0,2.0,4.0,26.0,-2.0
7,Buddy Hield,24:47,6.0,11.0,0.545,3.0,7.0,0.429,0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,15.0,7.0
8,T.J. McConnell,24:46,6.0,12.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,2.0,0.0,2.0,1.0,12.0,10.0
9,Obi Toppin,19:58,4.0,5.0,0.8,3.0,4.0,0.75,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,13.0,3.0
10,Andrew Nembhard,12:23,4.0,6.0,0.667,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,9.0,-8.0
11,Isaiah Jackson,7:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,-2.0
12,James Johnson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jordan Nwora,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Ben Sheppard,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Jarace Walker,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
