Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Bradley Beal,34:14,8.0,16.0,0.5,1.0,3.0,0.333,4.0,4.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,21.0,22.0
1,Devin Booker,30:57,4.0,16.0,0.25,1.0,4.0,0.25,1.0,2.0,0.5,3.0,5.0,8.0,6.0,1.0,0.0,2.0,2.0,10.0,12.0
2,Grayson Allen,27:51,4.0,7.0,0.571,2.0,5.0,0.4,2.0,2.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,12.0,16.0
3,Chimezie Metu,26:05,4.0,8.0,0.5,2.0,4.0,0.5,4.0,4.0,1.0,2.0,3.0,5.0,1.0,1.0,0.0,2.0,3.0,14.0,6.0
4,Jusuf Nurkić,25:08,6.0,8.0,0.75,1.0,2.0,0.5,5.0,6.0,0.833,1.0,6.0,7.0,5.0,1.0,2.0,2.0,3.0,18.0,17.0
6,Eric Gordon,20:13,4.0,10.0,0.4,2.0,6.0,0.333,2.0,5.0,0.4,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,12.0,16.0
7,Bol Bol,19:54,4.0,6.0,0.667,1.0,2.0,0.5,2.0,2.0,1.0,2.0,7.0,9.0,1.0,0.0,0.0,2.0,5.0,11.0,10.0
8,Josh Okogie,18:28,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,3.0,8.0
9,Keita Bates-Diop,16:44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,15.0
10,Jordan Goodwin,5:36,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,-5.0
11,Yuta Watanabe,5:36,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-5.0
12,Drew Eubanks,5:36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,-5.0
13,Udoka Azubuike,3:38,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
14,Saben Lee,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Nassir Little,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
