Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Kyrie Irving,33:00,8.0,17.0,0.471,2.0,6.0,0.333,5.0,5.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,23.0,-19.0
1,Luka Dončić,31:47,7.0,19.0,0.368,3.0,7.0,0.429,8.0,10.0,0.8,1.0,9.0,10.0,7.0,3.0,0.0,2.0,0.0,25.0,-14.0
2,Dereck Lively II,29:09,3.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,9.0,0.0,1.0,2.0,1.0,3.0,6.0,-16.0
3,Grant Williams,20:01,3.0,6.0,0.5,1.0,4.0,0.25,0.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,7.0,-7.0
4,Derrick Jones Jr.,18:33,2.0,4.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,-21.0
6,Tim Hardaway Jr.,27:29,5.0,11.0,0.455,2.0,4.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,14.0,-9.0
7,Josh Green,25:51,4.0,8.0,0.5,2.0,5.0,0.4,1.0,2.0,0.5,1.0,3.0,4.0,5.0,2.0,0.0,1.0,2.0,11.0,-1.0
8,Dante Exum,14:38,4.0,5.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,8.0,-3.0
9,Dwight Powell,13:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,-5.0
10,Jaden Hardy,9:45,1.0,4.0,0.25,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0
11,Richaun Holmes,5:28,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0
12,Markieff Morris,5:28,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0
13,Olivier-Maxence Prosper,5:28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
