Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Coby White,29:35,7.0,12.0,0.583,3.0,5.0,0.6,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,19.0,-16.0
1,Patrick Williams,28:22,6.0,10.0,0.6,1.0,3.0,0.333,1.0,2.0,0.5,4.0,3.0,7.0,2.0,1.0,2.0,2.0,2.0,14.0,-7.0
2,DeMar DeRozan,25:41,7.0,14.0,0.5,1.0,3.0,0.333,4.0,4.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,2.0,19.0,-20.0
3,Nikola Vučević,25:20,4.0,11.0,0.364,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,1.0,8.0,-26.0
4,Zach LaVine,24:37,1.0,9.0,0.111,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,-22.0
6,Ayo Dosunmu,23:55,4.0,10.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,10.0,-16.0
7,Alex Caruso,19:05,3.0,9.0,0.333,2.0,6.0,0.333,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,8.0,-16.0
8,Jevon Carter,16:42,4.0,7.0,0.571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,8.0,3.0
9,Torrey Craig,13:16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,-5.0
10,Andre Drummond,12:58,2.0,5.0,0.4,0.0,0.0,0.0,1.0,6.0,0.167,2.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,-11.0
11,Julian Phillips,9:50,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,-2.0
12,Dalen Terry,7:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0
13,Terry Taylor,3:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
