Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Bam Adebayo,35:49,7.0,13.0,0.538,0.0,0.0,0.0,2.0,3.0,0.667,1.0,4.0,5.0,4.0,1.0,0.0,2.0,3.0,16.0,-23.0
1,Tyler Herro,32:23,7.0,20.0,0.35,2.0,9.0,0.222,0.0,0.0,0.0,1.0,6.0,7.0,3.0,0.0,0.0,3.0,2.0,16.0,-8.0
2,Jimmy Butler,30:48,6.0,11.0,0.545,0.0,0.0,0.0,4.0,5.0,0.8,2.0,3.0,5.0,5.0,2.0,0.0,1.0,0.0,16.0,-8.0
3,Kyle Lowry,29:00,2.0,9.0,0.222,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,4.0,-7.0
4,Nikola Jović,21:01,4.0,9.0,0.444,1.0,2.0,0.5,1.0,2.0,0.5,3.0,4.0,7.0,2.0,0.0,1.0,2.0,1.0,10.0,6.0
6,Caleb Martin,25:37,4.0,5.0,0.8,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,1.0,1.0,10.0,-22.0
7,Josh Richardson,23:23,2.0,7.0,0.286,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,5.0,-24.0
8,Duncan Robinson,21:19,6.0,11.0,0.545,2.0,5.0,0.4,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,14.0,-18.0
9,Haywood Highsmith,11:32,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,-19.0
10,Thomas Bryant,4:26,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-3.0
11,Cole Swider,2:21,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0
12,Orlando Robinson,2:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
