Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Joel Embiid,29:04,9.0,19.0,0.474,2.0,3.0,0.667,15.0,16.0,0.938,0.0,13.0,13.0,2.0,2.0,4.0,4.0,2.0,35.0,28.0
1,Tyrese Maxey,27:15,7.0,16.0,0.438,1.0,6.0,0.167,4.0,5.0,0.8,0.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,19.0,37.0
2,Tobias Harris,23:30,4.0,8.0,0.5,1.0,3.0,0.333,4.0,4.0,1.0,2.0,5.0,7.0,2.0,3.0,1.0,2.0,3.0,13.0,24.0
3,De'Anthony Melton,23:19,1.0,6.0,0.167,0.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0,4.0,24.0
4,Nicolas Batum,21:46,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,2.0,0.0,0.0,0.0,4.0,30.0
6,Kelly Oubre Jr.,17:13,4.0,11.0,0.364,1.0,5.0,0.2,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,11.0,6.0
7,Marcus Morris,15:29,5.0,8.0,0.625,5.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,15.0,12.0
8,Robert Covington,12:36,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0
9,Patrick Beverley,12:05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,-6.0
10,Jaden Springer,12:00,4.0,9.0,0.444,1.0,3.0,0.333,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,9.0,0.0
11,Danuel House Jr.,12:00,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0
12,Paul Reed,11:40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,11.0
13,Mo Bamba,9:01,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,3.0,-4.0
14,KJ Martin,6:31,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,-6.0
15,Furkan Korkmaz,6:31,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,-6.0
