Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Scottie Barnes,35:02,9.0,16.0,0.563,2.0,7.0,0.286,4.0,4.0,1.0,2.0,6.0,8.0,8.0,0.0,0.0,1.0,4.0,24.0,-11.0
1,Pascal Siakam,33:09,5.0,11.0,0.455,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,0.0,2.0,5.0,10.0,-14.0
2,OG Anunoby,32:45,7.0,12.0,0.583,2.0,4.0,0.5,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,3.0,2.0,16.0,5.0
3,Dennis Schröder,31:25,4.0,9.0,0.444,1.0,2.0,0.5,4.0,6.0,0.667,0.0,3.0,3.0,10.0,1.0,0.0,3.0,0.0,13.0,-7.0
4,Jakob Poeltl,27:47,4.0,8.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.0,9.0,2.0,0.0,1.0,4.0,2.0,9.0,-9.0
6,Gary Trent Jr.,23:08,2.0,8.0,0.25,2.0,5.0,0.4,2.0,4.0,0.5,0.0,5.0,5.0,0.0,1.0,0.0,3.0,1.0,8.0,-15.0
7,Malachi Flynn,16:34,2.0,5.0,0.4,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,6.0,-8.0
8,Gradey Dick,13:35,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-17.0
9,Chris Boucher,12:47,2.0,4.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,6.0,-5.0
10,Jalen McDaniels,9:00,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
11,Garrett Temple,2:23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
12,Thaddeus Young,2:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
