Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Miles Bridges,35:47,7.0,11.0,0.636,2.0,4.0,0.5,5.0,5.0,1.0,1.0,6.0,7.0,3.0,1.0,0.0,4.0,1.0,21.0,-29.0
1,Nick Richards,26:50,3.0,6.0,0.5,0.0,0.0,0.0,8.0,11.0,0.727,2.0,5.0,7.0,1.0,0.0,3.0,0.0,1.0,14.0,-18.0
2,LaMelo Ball,23:16,6.0,16.0,0.375,2.0,9.0,0.222,1.0,2.0,0.5,0.0,2.0,2.0,8.0,2.0,0.0,3.0,4.0,15.0,-25.0
3,Brandon Miller,19:37,2.0,8.0,0.25,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,5.0,-25.0
4,Cody Martin,19:17,3.0,8.0,0.375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,-14.0
6,P.J. Washington,28:34,4.0,9.0,0.444,0.0,2.0,0.0,4.0,5.0,0.8,0.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,12.0,-23.0
7,Ish Smith,19:48,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,3.0,0.0,-24.0
8,Nick Smith Jr.,17:21,4.0,6.0,0.667,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,10.0,-12.0
9,Leaky Black,13:07,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,-6.0
10,Frank Ntilikina,9:23,1.0,2.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-6.0
11,Bryce McGowens,6:45,3.0,5.0,0.6,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0
12,James Bouknight,6:45,2.0,6.0,0.333,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0
13,JT Thor,6:45,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0
14,Nathan Mensah,6:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0
