Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Anthony Edwards,33:22,7.0,15.0,0.467,3.0,5.0,0.6,2.0,2.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,2.0,3.0,19.0,21.0
1,Karl-Anthony Towns,31:00,5.0,12.0,0.417,1.0,4.0,0.25,1.0,2.0,0.5,0.0,10.0,10.0,2.0,1.0,0.0,1.0,3.0,12.0,6.0
2,Rudy Gobert,30:48,7.0,9.0,0.778,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,14.0,1.0,1.0,0.0,2.0,1.0,14.0,14.0
3,Mike Conley,28:52,6.0,10.0,0.6,2.0,6.0,0.333,0.0,0.0,0.0,2.0,2.0,4.0,5.0,1.0,0.0,0.0,1.0,14.0,21.0
4,Nickeil Alexander-Walker,22:47,2.0,8.0,0.25,1.0,6.0,0.167,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,8.0
6,Naz Reid,28:26,10.0,14.0,0.714,4.0,7.0,0.571,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,0.0,0.0,3.0,25.0,30.0
7,Kyle Anderson,22:57,5.0,6.0,0.833,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,12.0,7.0
8,Shake Milton,17:27,1.0,4.0,0.25,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,-4.0
9,Troy Brown Jr.,14:30,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,-5.0
10,Jordan McLaughlin,6:01,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,-4.0
11,Leonard Miller,1:55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0
12,Josh Minott,1:55,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.0
13,Wendell Moore Jr.,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
