Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Anthony Edwards,39:32,8.0,21.0,0.381,2.0,9.0,0.222,17.0,18.0,0.944,0.0,7.0,7.0,5.0,2.0,2.0,4.0,2.0,35.0,5.0
1,Karl-Anthony Towns,38:17,9.0,15.0,0.6,4.0,5.0,0.8,5.0,5.0,1.0,1.0,10.0,11.0,4.0,0.0,0.0,4.0,3.0,27.0,-8.0
2,Rudy Gobert,35:30,5.0,8.0,0.625,0.0,0.0,0.0,2.0,2.0,1.0,3.0,8.0,11.0,0.0,0.0,2.0,3.0,5.0,12.0,4.0
3,Mike Conley,30:18,2.0,7.0,0.286,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,3.0,9.0,1.0,0.0,1.0,1.0,6.0,-10.0
4,Nickeil Alexander-Walker,22:03,2.0,8.0,0.25,2.0,7.0,0.286,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,4.0,6.0,-12.0
6,Troy Brown Jr.,25:11,4.0,8.0,0.5,1.0,5.0,0.2,1.0,2.0,0.5,3.0,4.0,7.0,0.0,0.0,1.0,0.0,1.0,10.0,9.0
7,Kyle Anderson,18:12,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,-24.0
8,Naz Reid,17:33,4.0,7.0,0.571,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,9.0,-19.0
9,Shake Milton,13:20,1.0,6.0,0.167,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,-10.0
10,Leonard Miller,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Josh Minott,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Daishen Nix,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
