Unnamed: 0,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jayson Tatum,30:48,12.0,22.0,0.545,6.0,12.0,0.5,4.0,4.0,1.0,1.0,7.0,8.0,7.0,1.0,0.0,2.0,1.0,34.0,27.0
1,Derrick White,28:04,5.0,10.0,0.5,4.0,8.0,0.5,1.0,2.0,0.5,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,15.0,27.0
2,Kristaps Porziņģis,27:44,10.0,17.0,0.588,2.0,5.0,0.4,4.0,5.0,0.8,2.0,6.0,8.0,2.0,1.0,2.0,1.0,2.0,26.0,26.0
3,Jrue Holiday,27:05,2.0,6.0,0.333,1.0,3.0,0.333,2.0,2.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,2.0,1.0,7.0,11.0
4,Al Horford,23:10,5.0,9.0,0.556,1.0,5.0,0.2,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,0.0,1.0,1.0,11.0,27.0
6,Sam Hauser,23:41,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,16.0
7,Payton Pritchard,15:00,2.0,8.0,0.25,0.0,6.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,6.0,2.0
8,Luke Kornet,14:50,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,3.0,8.0,1.0,1.0,1.0,1.0,0.0,2.0,-5.0
9,Oshae Brissett,10:35,2.0,4.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,6.0,2.0
10,Neemias Queta,9:40,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,8.0,18.0
11,Jordan Walsh,8:33,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,16.0
12,Svi Mykhailiuk,6:56,2.0,5.0,0.4,2.0,5.0,0.4,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,11.0
13,Lamar Stevens,6:56,2.0,4.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0
14,Dalano Banton,6:56,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
