Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1,Brandon Ingram,26,52,52,1739,11.7,23.8,0.489,2.1,5.7,0.361,9.6,18.1,0.53,5.8,7.3,0.793,1.0,6.2,7.2,8.5,1.2,0.9,3.8,3.3,31.2,,115,115
2,Herbert Jones,25,53,53,1547,6.8,13.3,0.508,2.5,5.9,0.423,4.2,7.4,0.577,2.9,3.4,0.85,1.9,4.3,6.2,4.2,2.1,1.4,2.0,4.8,18.9,,125,113
3,Jonas Valančiūnas,31,58,58,1484,10.5,18.4,0.571,1.0,3.0,0.344,9.4,15.3,0.617,4.2,5.3,0.796,5.1,13.2,18.3,4.3,0.8,1.9,2.6,5.5,26.3,,127,110
4,Zion Williamson,23,47,47,1447,14.0,24.2,0.58,0.1,0.4,0.364,13.9,23.8,0.583,7.3,10.6,0.687,2.8,6.0,8.8,8.1,1.5,0.8,4.0,3.6,35.5,,121,115
5,CJ McCollum,32,43,43,1361,10.5,22.8,0.459,5.1,12.3,0.417,5.4,10.5,0.508,2.9,3.6,0.794,0.9,5.7,6.6,7.0,1.6,1.1,2.4,3.2,28.9,,119,114
6,Dyson Daniels,20,52,15,1139,4.8,10.9,0.438,1.4,4.7,0.291,3.4,6.2,0.548,1.4,2.1,0.64,2.2,6.0,8.2,5.8,3.1,0.9,2.2,3.6,12.3,,111,111
7,Jordan Hawkins,21,51,10,1024,7.6,19.4,0.391,4.7,12.8,0.372,2.8,6.6,0.429,3.0,3.6,0.853,1.3,5.1,6.4,3.0,0.8,0.2,1.8,3.1,23.0,,111,118
8,Trey Murphy III,23,33,9,876,7.6,18.3,0.416,4.5,13.0,0.346,3.1,5.3,0.589,2.9,3.8,0.779,1.0,6.3,7.3,3.0,1.5,1.1,0.9,2.3,22.7,,119,114
9,Naji Marshall,26,46,1,848,6.8,15.0,0.452,2.2,6.0,0.371,4.5,8.9,0.506,3.5,4.4,0.792,2.5,6.5,9.0,5.2,1.8,0.5,2.8,4.0,19.3,,115,114
10,Larry Nance Jr.,31,40,0,735,5.5,9.6,0.572,1.3,3.0,0.435,4.2,6.6,0.636,1.9,2.5,0.737,3.8,9.8,13.6,4.0,2.6,1.0,2.3,3.8,14.2,,127,110
11,Jose Alvarado,25,39,0,654,7.3,17.6,0.414,3.6,10.2,0.358,3.6,7.4,0.49,2.0,3.0,0.675,1.2,5.1,6.3,5.7,3.2,1.0,2.2,4.2,20.2,,111,111
12,Matt Ryan,26,16,1,324,6.5,14.3,0.453,5.4,11.6,0.468,1.1,2.7,0.389,2.0,2.1,0.929,0.8,4.5,5.3,2.1,0.9,0.2,2.6,4.1,20.3,,116,118
13,Cody Zeller,31,37,0,291,3.7,9.0,0.407,0.2,0.5,0.333,3.5,8.5,0.412,3.5,5.9,0.6,6.5,9.7,16.2,5.9,1.3,0.7,2.2,6.5,11.0,,119,113
14,Jeremiah Robinson-Earl,23,24,1,247,6.5,12.6,0.516,2.0,5.1,0.385,4.5,7.5,0.605,2.0,2.6,0.769,3.3,7.7,11.0,2.2,1.8,0.8,2.2,3.3,16.9,,119,113
15,Kira Lewis Jr.,22,15,0,144,5.4,17.6,0.308,0.7,6.8,0.1,4.7,10.8,0.438,3.4,3.7,0.909,1.4,3.4,4.7,6.1,1.7,0.3,2.7,2.7,14.9,,89,116
16,Dereon Seabron,23,5,0,52,3.7,12.2,0.308,0.9,1.9,0.5,2.8,10.3,0.273,4.7,5.6,0.833,0.9,5.6,6.5,3.7,1.9,0.9,0.0,3.7,13.1,,113,114
17,E.J. Liddell,23,8,0,23,2.1,12.7,0.167,0.0,10.6,0.0,2.1,2.1,1.0,4.2,4.2,1.0,0.0,10.6,10.6,2.1,4.2,4.2,4.2,4.2,8.5,,56,101
18,Kaiser Gates,27,1,0,7,0.0,27.8,0.0,0.0,13.9,0.0,0.0,13.9,0.0,0.0,0.0,,0.0,6.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,,0,119
