Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Brandon Ingram,26,52,52,1739,8.6,17.6,0.489,1.5,4.2,0.361,7.1,13.4,0.53,4.3,5.4,0.793,0.8,4.6,5.3,6.3,0.9,0.6,2.8,2.4,23.1
2,Herbert Jones,25,53,53,1547,5.0,9.8,0.508,1.9,4.4,0.423,3.1,5.4,0.577,2.1,2.5,0.85,1.4,3.2,4.6,3.1,1.6,1.0,1.5,3.6,14.0
3,Jonas Valančiūnas,31,58,58,1484,7.8,13.6,0.571,0.8,2.3,0.344,7.0,11.3,0.617,3.1,3.9,0.796,3.8,9.8,13.5,3.2,0.6,1.4,1.9,4.1,19.4
4,Zion Williamson,23,47,47,1447,10.4,17.9,0.58,0.1,0.3,0.364,10.3,17.6,0.583,5.4,7.9,0.687,2.1,4.5,6.5,6.0,1.1,0.6,2.9,2.7,26.2
5,CJ McCollum,32,43,43,1361,7.8,16.9,0.459,3.8,9.1,0.417,4.0,7.8,0.508,2.1,2.7,0.794,0.6,4.2,4.9,5.2,1.2,0.8,1.8,2.4,21.4
6,Dyson Daniels,20,52,15,1139,3.5,8.1,0.438,1.0,3.5,0.291,2.5,4.6,0.548,1.0,1.6,0.64,1.6,4.4,6.0,4.3,2.3,0.7,1.6,2.7,9.1
7,Jordan Hawkins,21,51,10,1024,5.6,14.4,0.391,3.5,9.5,0.372,2.1,4.9,0.429,2.3,2.6,0.853,0.9,3.8,4.7,2.2,0.6,0.2,1.3,2.3,17.0
8,Trey Murphy III,23,33,9,876,5.6,13.5,0.416,3.3,9.6,0.346,2.3,3.9,0.589,2.2,2.8,0.779,0.7,4.6,5.4,2.2,1.1,0.8,0.7,1.7,16.8
9,Naji Marshall,26,46,1,848,5.0,11.1,0.452,1.7,4.5,0.371,3.4,6.6,0.506,2.6,3.3,0.792,1.8,4.8,6.7,3.8,1.4,0.3,2.0,3.0,14.3
10,Larry Nance Jr.,31,40,0,735,4.1,7.1,0.572,1.0,2.3,0.435,3.1,4.8,0.636,1.4,1.9,0.737,2.8,7.2,10.1,2.9,1.9,0.7,1.7,2.8,10.5
11,Jose Alvarado,25,39,0,654,5.4,13.0,0.414,2.7,7.5,0.358,2.7,5.5,0.49,1.5,2.2,0.675,0.9,3.8,4.7,4.2,2.4,0.8,1.6,3.1,15.0
12,Matt Ryan,26,16,1,324,4.8,10.6,0.453,4.0,8.6,0.468,0.8,2.0,0.389,1.4,1.6,0.929,0.6,3.3,3.9,1.6,0.7,0.1,1.9,3.0,15.0
13,Cody Zeller,31,37,0,291,2.7,6.7,0.407,0.1,0.4,0.333,2.6,6.3,0.412,2.6,4.3,0.6,4.8,7.2,12.0,4.3,1.0,0.5,1.6,4.8,8.2
14,Jeremiah Robinson-Earl,23,24,1,247,4.8,9.3,0.516,1.5,3.8,0.385,3.4,5.5,0.605,1.5,1.9,0.769,2.5,5.7,8.2,1.6,1.3,0.6,1.6,2.5,12.5
15,Kira Lewis Jr.,22,15,0,144,4.0,13.0,0.308,0.5,5.0,0.1,3.5,8.0,0.438,2.5,2.7,0.909,1.0,2.5,3.5,4.5,1.2,0.2,2.0,2.0,11.0
16,Dereon Seabron,23,5,0,52,2.8,9.0,0.308,0.7,1.4,0.5,2.1,7.6,0.273,3.5,4.2,0.833,0.7,4.2,4.8,2.8,1.4,0.7,0.0,2.8,9.7
17,E.J. Liddell,23,8,0,23,1.6,9.4,0.167,0.0,7.8,0.0,1.6,1.6,1.0,3.1,3.1,1.0,0.0,7.8,7.8,1.6,3.1,3.1,3.1,3.1,6.3
18,Kaiser Gates,27,1,0,7,0.0,20.6,0.0,0.0,10.3,0.0,0.0,10.3,0.0,0.0,0.0,,0.0,5.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0
