Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1,Brandon Ingram,26,52,1739,18.1,0.577,0.241,0.306,2.4,14.0,8.2,26.8,1.2,1.8,12.4,27.3,,2.2,1.9,4.2,0.115,,1.5,-0.4,1.1,1.4
2,Herbert Jones,25,53,1547,14.0,0.639,0.447,0.253,4.4,9.8,7.1,11.5,2.1,2.7,12.1,14.9,,2.4,2.0,4.4,0.136,,-0.4,1.2,0.9,1.1
3,Jonas Valančiūnas,31,58,1484,20.9,0.634,0.166,0.289,11.6,30.0,20.8,13.1,0.8,3.9,11.2,20.6,,3.6,2.4,6.0,0.195,,1.6,0.5,2.1,1.6
4,Zion Williamson,23,47,1447,22.8,0.615,0.015,0.439,6.4,13.7,10.0,27.4,1.5,1.6,12.1,29.0,,3.4,1.7,5.1,0.169,,3.6,0.3,3.9,2.2
5,CJ McCollum,32,43,1361,17.9,0.593,0.538,0.16,2.0,13.0,7.5,21.4,1.6,2.3,9.1,23.7,,2.3,1.7,3.9,0.139,,3.0,0.2,3.2,1.8
6,Dyson Daniels,20,52,1139,11.4,0.518,0.43,0.195,5.0,13.6,9.3,15.0,3.1,1.8,15.8,12.4,,0.4,1.8,2.2,0.092,,-2.2,2.5,0.3,0.7
7,Jordan Hawkins,21,51,1024,10.8,0.548,0.658,0.183,2.9,11.5,7.3,8.4,0.8,0.5,7.7,20.1,,0.5,0.9,1.4,0.064,,-0.8,-1.7,-2.5,-0.1
8,Trey Murphy III,23,33,876,13.9,0.568,0.711,0.207,2.3,14.2,8.3,8.4,1.5,2.1,4.3,18.4,,1.0,1.1,2.1,0.116,,0.7,-0.3,0.4,0.5
9,Naji Marshall,26,46,848,12.9,0.57,0.402,0.295,5.6,14.8,10.3,14.1,1.8,0.9,14.0,17.4,,0.7,1.1,1.7,0.098,,-1.4,0.0,-1.4,0.1
10,Larry Nance Jr.,31,40,735,14.9,0.662,0.317,0.262,8.8,22.2,15.5,10.5,2.6,2.0,17.8,11.5,,1.1,1.3,2.3,0.152,,-0.4,2.2,1.8,0.7
11,Jose Alvarado,25,39,654,13.4,0.534,0.578,0.169,2.7,11.6,7.2,15.6,3.2,2.1,10.2,18.6,,0.3,1.0,1.3,0.096,,-1.3,1.8,0.5,0.4
12,Matt Ryan,26,16,324,10.0,0.667,0.811,0.147,1.7,10.2,6.0,5.7,0.9,0.3,14.4,15.7,,0.3,0.3,0.5,0.078,,-0.7,-1.1,-1.8,0.0
13,Cody Zeller,31,37,291,12.0,0.476,0.056,0.648,14.9,22.0,18.5,14.7,1.3,1.3,15.8,12.2,,0.3,0.4,0.7,0.115,,-3.0,0.4,-2.6,0.0
14,Jeremiah Robinson-Earl,23,24,247,12.9,0.617,0.406,0.203,7.7,17.4,12.6,5.9,1.8,1.6,13.6,14.0,,0.2,0.3,0.6,0.111,,-1.2,0.3,-1.0,0.1
15,Kira Lewis Jr.,22,15,144,5.7,0.387,0.385,0.212,3.1,7.7,5.4,16.0,1.7,0.7,12.3,19.3,,-0.3,0.1,-0.1,-0.044,,-6.4,-1.0,-7.4,-0.2
16,Dereon Seabron,23,5,52,9.1,0.448,0.154,0.462,2.1,12.7,7.5,9.4,1.9,1.9,0.0,12.9,,0.0,0.1,0.1,0.082,,-3.0,1.2,-1.9,0.0
17,E.J. Liddell,23,8,23,4.2,0.291,0.833,0.333,0.0,24.0,12.0,5.1,4.2,8.5,22.5,16.6,,-0.1,0.1,0.0,-0.088,,-8.7,4.0,-4.6,0.0
18,Kaiser Gates,27,1,7,-19.6,0.0,0.5,0.0,0.0,15.8,7.9,0.0,0.0,0.0,0.0,24.5,,-0.1,0.0,-0.1,-0.544,,-18.6,-10.0,-28.6,-0.1
