Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
9,Larry Nance Jr.,15:22,0.51,0.4,0.4,0.4,7.4,13.9,10.8,9.3,0.0,0.0,0.0,18.0,122.0,139.0,-6.4,AtlantaHawksatNewOrleansPelicansBoxScore November4
8,Larry Nance Jr.,19:54,0.615,0.625,0.5,0.5,11.5,26.8,20.1,0.0,5.3,0.0,17.0,12.7,118.0,80.0,1.9,BrooklynNetsatNewOrleansPelicansBoxScore January2
8,Larry Nance Jr.,18:30,1.167,1.167,0.333,0.0,12.4,21.2,17.1,14.3,0.0,5.8,0.0,7.1,242.0,121.0,9.0,CharlotteHornetsatNewOrleansPelicansBoxScore January17
12,Larry Nance Jr.,6:51,0.0,0.0,0.5,0.0,14.9,28.6,21.9,0.0,0.0,0.0,33.3,17.6,26.0,127.0,-24.8,DallasMavericksatNewOrleansPelicansBoxScore November12
8,Larry Nance Jr.,15:29,0.333,0.333,0.333,0.0,8.6,0.0,3.7,9.5,0.0,0.0,0.0,17.3,90.0,128.0,-14.8,DetroitPistonsatNewOrleansPelicansBoxScore November2
8,Larry Nance Jr.,16:57,1.25,1.25,0.5,0.0,9.9,18.5,13.7,17.5,0.0,0.0,60.0,12.3,99.0,133.0,-3.8,GoldenStateWarriorsatNewOrleansPelicansBoxScore October30
7,Larry Nance Jr.,18:54,0.583,0.583,0.333,0.0,14.1,19.5,16.4,20.0,2.7,0.0,0.0,13.7,141.0,118.0,7.8,LosAngelesClippersatNewOrleansPelicansBoxScore January5
6,Larry Nance Jr.,23:09,0.955,0.875,0.25,1.0,9.6,42.5,25.3,16.0,0.0,0.0,14.8,12.8,178.0,114.0,6.5,LosAngelesLakersatNewOrleansPelicansBoxScore December31
9,Larry Nance Jr.,16:15,0.0,0.0,0.0,0.0,6.3,26.9,17.4,0.0,0.0,5.6,0.0,2.8,62.0,83.0,-3.4,NewYorkKnicksatNewOrleansPelicansBoxScore October28
6,Larry Nance Jr.,21:32,0.667,0.667,0.0,0.0,4.7,22.9,13.0,24.3,2.3,4.1,0.0,6.2,156.0,106.0,7.4,OklahomaCityThunderatNewOrleansPelicansBoxScore January26
7,Larry Nance Jr.,18:28,0.75,0.75,1.0,0.0,0.0,32.5,14.4,6.8,0.0,0.0,0.0,4.6,151.0,122.0,-1.2,PhoenixSunsatNewOrleansPelicansBoxScore January19
12,Larry Nance Jr.,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SacramentoKingsatNewOrleansPelicansBoxScore November20
9,Larry Nance Jr.,12:28,0.5,0.5,0.25,0.0,8.2,29.6,17.9,0.0,3.9,0.0,20.0,17.0,89.0,108.0,-5.7,SacramentoKingsatNewOrleansPelicansBoxScore November22
9,Larry Nance Jr.,20:29,0.5,0.5,0.0,0.0,5.2,26.6,15.8,4.9,0.0,0.0,0.0,8.0,134.0,106.0,-9.3,TorontoRaptorsatNewOrleansPelicansBoxScore February5
6,Larry Nance Jr.,25:01,0.75,0.75,0.333,0.0,6.2,25.0,17.4,0.0,10.2,4.2,25.0,15.0,106.0,87.0,9.8,UtahJazzatNewOrleansPelicansBoxScore December28
7,Larry Nance Jr.,19:35,0.932,0.917,0.333,0.167,0.0,38.4,20.6,15.4,2.3,4.4,13.4,15.2,163.0,108.0,11.4,UtahJazzatNewOrleansPelicansBoxScore January23
7,Larry Nance Jr.,19:40,0.5,0.5,0.667,0.0,5.7,13.2,9.2,5.6,0.0,6.3,0.0,6.7,129.0,124.0,-0.2,NewOrleansPelicansatBostonCelticsBoxScore January29
