Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
6,Rui Hachimura,29:03,0.429,0.429,0.643,0.0,0.0,12.1,5.7,0.0,0.0,0.0,6.7,22.3,84.0,133.0,-10.3,BostonCelticsatLosAngelesLakersBoxScore December25,,,,,,,,,,,,,,,,,,,
8,Rui Hachimura,15:28,0.0,0.0,0.5,0.0,7.2,7.4,7.3,7.8,0.0,0.0,14.3,19.0,21.0,136.0,-25.1,BrooklynNetsatLosAngelesLakersBoxScore January19,,,,,,,,,,,,,,,,,,,
0,Rui Hachimura,28:00,0.638,0.583,0.083,0.25,0.0,15.2,8.1,4.3,1.6,0.0,0.0,20.0,125.0,108.0,-4.6,CharlotteHornetsatLosAngelesLakersBoxScore December28,,,,,,,,,,,,,,,,,,,
7,Rui Hachimura,19:21,1.289,1.333,0.667,0.667,0.0,20.1,10.8,10.9,2.4,0.0,20.5,11.2,192.0,129.0,7.0,ChicagoBullsatLosAngelesLakersBoxScore January25,,,,,,,,,,,,,,,,,,,
7,Rui Hachimura,22:05,0.436,0.417,0.667,0.333,5.3,13.9,9.9,4.9,4.3,0.0,0.0,13.4,106.0,104.0,-1.2,DallasMavericksatLosAngelesLakersBoxScore January17,,,,,,,,,,,,,,,,,,,
7,Rui Hachimura,25:48,0.409,0.409,0.182,0.0,8.1,3.5,5.6,5.9,0.0,0.0,8.3,21.6,87.0,117.0,-8.9,DallasMavericksatLosAngelesLakersBoxScore November22,,,,,,,,,,,,,,,,,,,
1,Rui Hachimura,37:31,0.2,0.2,0.4,0.0,2.8,8.9,5.8,0.0,0.0,2.0,16.7,7.3,47.0,130.0,-15.4,DenverNuggetsatLosAngelesLakersBoxScore February8,,,,,,,,,,,,,,,,,,,
13,Rui Hachimura,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HoustonRocketsatLosAngelesLakersBoxScore December2,,,,,,,,,,,,,,,,,,,
6,Rui Hachimura,32:09,0.468,0.4,0.4,0.4,3.9,11.8,7.9,9.0,3.0,0.0,14.5,18.2,93.0,106.0,-3.0,HoustonRocketsatLosAngelesLakersBoxScore November19,,,,,,,,,,,,,,,,,,,
7,Rui Hachimura,23:50,0.978,0.95,0.3,0.4,0.0,10.6,6.9,0.0,0.0,0.0,29.8,30.8,117.0,114.0,-1.2,MemphisGrizzliesatLosAngelesLakersBoxScore November14,,,,,,,,,,,,,,,,,,,
