Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
3,Jae Crowder,25:57,0.25,0.25,0.75,0.0,0.0,13.9,6.5,14.9,0.0,3.3,0.0,6.3,96.0,127.0,-4.7,AtlantaHawksatMilwaukeeBucksBoxScore October29
7,Jae Crowder,17:36,0.75,0.75,1.0,0.0,6.3,13.0,9.6,6.5,0.0,0.0,60.0,12.0,72.0,120.0,-9.2,ClevelandCavaliersatMilwaukeeBucksBoxScore January24
6,Jae Crowder,22:11,0.75,0.75,1.0,0.0,0.0,12.0,6.4,0.0,0.0,0.0,0.0,7.5,146.0,115.0,-0.2,ClevelandCavaliersatMilwaukeeBucksBoxScore January26
0,Jae Crowder,37:12,0.683,0.667,0.667,0.5,0.0,15.4,7.2,7.0,1.2,0.0,0.0,8.3,141.0,112.0,-1.4,DetroitPistonsatMilwaukeeBucksBoxScore November8
6,Jae Crowder,25:20,0.571,0.571,0.429,0.0,4.5,18.5,11.4,9.9,1.9,3.6,12.5,13.3,114.0,111.0,2.1,MiamiHeatatMilwaukeeBucksBoxScore October30
0,Jae Crowder,37:21,0.852,0.818,0.455,0.273,3.1,24.3,13.2,20.7,1.4,0.0,0.0,15.7,175.0,143.0,7.6,MinnesotaTimberwolvesatMilwaukeeBucksBoxScore February8
4,Jae Crowder,22:24,0.5,0.5,0.8,0.0,5.4,13.4,9.7,4.6,0.0,0.0,0.0,9.7,120.0,118.0,-6.2,NewOrleansPelicansatMilwaukeeBucksBoxScore January27
7,Jae Crowder,23:44,0.875,0.875,0.75,0.0,0.0,24.3,12.5,16.3,2.1,0.0,0.0,14.9,163.0,103.0,13.5,NewYorkKnicksatMilwaukeeBucksBoxScore November3
6,Jae Crowder,26:46,0.922,0.875,0.25,0.5,0.0,18.4,8.7,10.1,3.5,0.0,17.0,9.5,156.0,112.0,5.4,Philadelphia76ersatMilwaukeeBucksBoxScore October26
6,Jae Crowder,30:18,0.689,0.7,0.9,0.2,6.7,10.1,8.4,0.0,1.6,0.0,15.5,17.5,118.0,125.0,-0.9,MilwaukeeBucksatBrooklynNetsBoxScore November6
8,Jae Crowder,19:00,0.54,0.538,0.769,0.154,0.0,6.6,2.8,0.0,2.6,0.0,0.0,32.1,105.0,137.0,2.4,MilwaukeeBucksatClevelandCavaliersBoxScore January17
7,Jae Crowder,20:42,0.667,0.667,0.167,0.0,0.0,11.9,5.9,11.4,4.5,0.0,0.0,12.6,137.0,110.0,1.8,MilwaukeeBucksatDallasMavericksBoxScore February3
7,Jae Crowder,19:14,0.5,0.5,1.0,0.0,0.0,0.0,0.0,7.4,2.5,0.0,0.0,7.0,110.0,117.0,-1.0,MilwaukeeBucksatDenverNuggetsBoxScore January29
9,Jae Crowder,13:48,0.333,0.333,0.667,0.0,0.0,13.9,7.8,0.0,3.3,0.0,0.0,9.0,70.0,125.0,-10.3,MilwaukeeBucksatDetroitPistonsBoxScore January20
8,Jae Crowder,11:57,0.25,0.25,0.667,0.0,0.0,17.9,8.8,10.6,0.0,0.0,14.3,23.8,53.0,114.0,-17.1,MilwaukeeBucksatDetroitPistonsBoxScore January22
6,Jae Crowder,29:09,1.25,1.25,0.5,0.0,0.0,14.6,8.1,3.9,1.6,0.0,0.0,2.9,244.0,124.0,0.7,MilwaukeeBucksatIndianaPacersBoxScore November9
8,Jae Crowder,16:55,0.266,0.0,1.0,2.0,0.0,12.3,7.2,0.0,0.0,0.0,0.0,5.0,60.0,122.0,-9.0,MilwaukeeBucksatOrlandoMagicBoxScore November11
6,Jae Crowder,39:46,0.506,0.444,0.444,0.222,0.0,17.2,7.8,10.6,2.4,2.0,9.2,11.6,104.0,110.0,-2.5,MilwaukeeBucksatPhoenixSunsBoxScore February6
7,Jae Crowder,18:32,0.436,0.417,0.833,0.333,12.9,20.4,16.6,13.0,0.0,4.0,0.0,15.8,119.0,123.0,-0.2,MilwaukeeBucksatPortlandTrailBlazersBoxScore January31
6,Jae Crowder,25:04,0.712,0.8,0.6,0.6,4.6,0.0,2.4,19.6,0.0,3.6,0.0,11.6,155.0,143.0,2.7,MilwaukeeBucksatTorontoRaptorsBoxScore November1
0,Jae Crowder,40:03,0.3,0.3,0.7,0.0,0.0,6.5,2.9,9.8,1.2,0.0,0.0,11.3,76.0,130.0,-8.7,MilwaukeeBucksatUtahJazzBoxScore February4
