Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
11,Dante Exum,4:02,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,11.8,24.3,0.0,21.2,99.0,81.0,20.2,BrooklynNetsatDallasMavericksBoxScore October27
10,Dante Exum,3:17,0.75,0.75,0.5,0.0,0.0,30.5,16.2,0.0,0.0,0.0,0.0,25.4,130.0,112.0,5.4,CharlotteHornetsatDallasMavericksBoxScore November5
10,Dante Exum,10:03,0.333,0.333,0.0,0.0,0.0,21.7,10.9,0.0,5.2,0.0,25.0,18.0,51.0,104.0,-11.5,ChicagoBullsatDallasMavericksBoxScore November1
2,Dante Exum,33:19,0.666,0.563,0.375,0.5,0.0,12.0,6.1,26.0,4.4,0.0,0.0,12.8,151.0,112.0,5.1,ClevelandCavaliersatDallasMavericksBoxScore December27
8,Dante Exum,15:03,0.798,0.875,0.5,2.0,8.2,0.0,4.1,29.5,3.3,0.0,21.0,27.9,136.0,119.0,12.5,HoustonRocketsatDallasMavericksBoxScore November28
1,Dante Exum,40:00,0.581,0.542,0.333,0.333,2.4,20.0,9.0,3.8,2.6,0.0,0.0,15.2,127.0,129.0,-2.2,LosAngelesClippersatDallasMavericksBoxScore December20
8,Dante Exum,18:23,0.571,0.571,0.429,0.0,6.1,5.8,5.9,36.3,0.0,0.0,0.0,15.6,162.0,135.0,3.8,LosAngelesClippersatDallasMavericksBoxScore November10
2,Dante Exum,35:52,1.105,1.15,0.9,0.4,6.4,7.9,7.0,12.1,1.4,2.2,7.8,15.8,196.0,130.0,14.1,LosAngelesLakersatDallasMavericksBoxScore December12
4,Dante Exum,28:02,1.017,1.0,0.5,0.333,0.0,16.3,8.7,22.5,0.0,0.0,22.5,14.4,154.0,122.0,5.9,MinnesotaTimberwolvesatDallasMavericksBoxScore December14
8,Dante Exum,18:33,0.615,0.625,0.25,0.5,0.0,15.2,6.3,14.4,0.0,0.0,0.0,11.4,138.0,137.0,-3.5,PhoenixSunsatDallasMavericksBoxScore January24
8,Dante Exum,14:38,0.8,0.8,0.2,0.0,0.0,15.3,7.5,47.1,0.0,0.0,0.0,15.0,176.0,138.0,8.7,SacramentoKingsatDallasMavericksBoxScore November19
0,Dante Exum,31:57,0.919,0.9,0.2,0.2,6.7,15.3,11.2,15.0,0.0,2.8,21.6,17.2,151.0,113.0,3.8,SanAntonioSpursatDallasMavericksBoxScore December23
10,Dante Exum,7:37,0.579,0.667,0.0,1.0,30.7,40.2,35.8,0.0,0.0,0.0,0.0,24.2,131.0,116.0,0.9,TorontoRaptorsatDallasMavericksBoxScore November8
2,Dante Exum,25:44,0.278,0.278,0.556,0.0,0.0,23.8,12.4,25.0,3.7,0.0,0.0,14.4,107.0,91.0,-2.9,UtahJazzatDallasMavericksBoxScore December6
7,Dante Exum,26:52,0.654,0.667,0.333,0.333,0.0,0.0,0.0,11.7,0.0,0.0,12.7,12.6,128.0,145.0,-6.2,DallasMavericksatAtlantaHawksBoxScore January26
3,Dante Exum,22:44,1.1,1.1,0.2,0.0,0.0,5.7,2.4,13.9,0.0,0.0,16.7,11.4,175.0,140.0,1.7,DallasMavericksatDenverNuggetsBoxScore December18
11,Dante Exum,1:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-12.5,DallasMavericksatDenverNuggetsBoxScore November3
2,Dante Exum,33:51,0.792,0.792,0.417,0.0,0.0,0.0,0.0,18.8,1.4,0.0,7.7,17.3,151.0,128.0,4.8,DallasMavericksatGoldenStateWarriorsBoxScore December30
7,Dante Exum,17:37,0.25,0.25,0.25,0.0,16.3,31.0,23.2,17.4,2.9,0.0,20.0,12.8,82.0,105.0,-2.7,DallasMavericksatLosAngelesClippersBoxScore November25
9,Dante Exum,9:07,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,81.0,115.0,-14.5,DallasMavericksatLosAngelesLakersBoxScore November22
2,Dante Exum,35:00,0.627,0.591,0.364,0.364,3.6,9.6,6.8,23.7,2.8,3.0,19.0,19.4,121.0,113.0,-0.2,DallasMavericksatMemphisGrizzliesBoxScore December11
11,Dante Exum,6:15,0.333,0.333,0.0,0.0,0.0,59.1,33.4,44.8,0.0,0.0,0.0,21.0,106.0,101.0,-2.0,DallasMavericksatMemphisGrizzliesBoxScore October30
9,Dante Exum,11:17,0.6,0.6,0.4,0.0,0.0,9.9,4.7,11.1,0.0,0.0,0.0,17.8,128.0,129.0,-1.2,DallasMavericksatMilwaukeeBucksBoxScore November18
3,Dante Exum,24:07,0.5,0.5,0.091,0.0,0.0,12.4,5.2,39.7,0.0,0.0,26.7,26.1,89.0,123.0,-9.2,DallasMavericksatMinnesotaTimberwolvesBoxScore December28
9,Dante Exum,13:05,0.5,0.5,0.0,0.0,0.0,7.8,3.8,9.4,3.4,6.6,0.0,18.8,106.0,110.0,-1.9,DallasMavericksatNewOrleansPelicansBoxScore November12
10,Dante Exum,12:15,0.699,0.667,0.333,0.167,8.5,0.0,4.5,35.1,0.0,0.0,13.4,24.0,133.0,134.0,2.3,DallasMavericksatNewOrleansPelicansBoxScore November14
11,Dante Exum,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DallasMavericksatOrlandoMagicBoxScore November6
3,Dante Exum,33:07,0.5,0.5,0.571,0.0,3.5,9.9,6.8,17.8,1.5,0.0,30.0,13.4,97.0,119.0,-6.8,DallasMavericksatPhoenixSunsBoxScore December25
3,Dante Exum,27:00,0.787,0.773,0.182,0.091,0.0,7.7,3.9,15.8,1.7,0.0,14.9,20.2,135.0,117.0,1.5,DallasMavericksatPortlandTrailBlazersBoxScore December16
2,Dante Exum,33:12,0.686,0.667,0.133,0.267,7.4,11.3,9.6,29.8,0.0,0.0,5.6,22.2,147.0,116.0,6.4,DallasMavericksatPortlandTrailBlazersBoxScore December8
9,Dante Exum,7:35,0.615,0.5,0.5,0.5,0.0,14.4,6.8,0.0,0.0,0.0,0.0,12.8,133.0,115.0,-7.2,DallasMavericksatSanAntonioSpursBoxScore October25
4,Dante Exum,11:38,0.667,0.667,0.0,0.0,7.6,0.0,4.4,43.1,0.0,0.0,0.0,10.9,157.0,127.0,3.6,DallasMavericksatUtahJazzBoxScore January1
8,Dante Exum,18:37,0.363,0.333,0.167,0.333,0.0,40.1,19.6,18.1,0.0,0.0,0.0,15.5,98.0,113.0,-11.0,DallasMavericksatWashingtonWizardsBoxScore November15
