Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Collin Sexton,35:04,0.594,0.441,0.412,0.765,3.7,5.5,4.7,22.3,0.0,0.0,8.1,29.3,133.0,117.0,0.8,BrooklynNetsatUtahJazzBoxScore December18,,,,,,,,,,,,,,,,,,,
3,Collin Sexton,18:53,0.41,0.25,0.375,0.5,6.4,9.4,8.1,34.7,0.0,0.0,9.3,23.6,107.0,93.0,-2.7,DallasMavericksatUtahJazzBoxScore January1,,,,,,,,,,,,,,,,,,,
3,Collin Sexton,21:08,0.698,0.643,0.286,0.286,6.9,5.5,6.1,32.6,2.3,4.7,6.0,34.9,139.0,113.0,10.3,DenverNuggetsatUtahJazzBoxScore January10,,,,,,,,,,,,,,,,,,,
2,Collin Sexton,13:57,,,,,,,,,,,,,,,,DetroitPistonsatUtahJazzBoxScore January3,4.0,7.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,8.0,2.0
2,Collin Sexton,24:16,0.8,0.765,0.294,0.235,5.7,7.3,6.7,42.6,0.0,0.0,5.1,35.4,159.0,114.0,16.0,IndianaPacersatUtahJazzBoxScore January15,,,,,,,,,,,,,,,,,,,
8,Collin Sexton,17:44,0.505,0.458,0.333,0.167,0.0,18.9,10.2,33.2,2.8,0.0,7.2,34.9,105.0,122.0,0.4,LosAngelesClippersatUtahJazzBoxScore December8,,,,,,,,,,,,,,,,,,,
7,Collin Sexton,19:31,0.472,0.417,0.167,0.333,0.0,7.2,3.0,0.0,0.0,0.0,0.0,28.3,108.0,128.0,-9.9,LosAngelesClippersatUtahJazzBoxScore October27,,,,,,,,,,,,,,,,,,,
2,Collin Sexton,27:43,0.776,0.654,0.308,0.769,3.8,11.3,7.5,30.8,0.0,0.0,5.4,26.5,162.0,124.0,7.3,LosAngelesLakersatUtahJazzBoxScore January13,,,,,,,,,,,,,,,,,,,
8,Collin Sexton,22:25,1.016,1.0,0.6,0.3,5.6,7.9,7.0,43.0,0.0,0.0,15.0,24.1,174.0,110.0,18.5,MemphisGrizzliesatUtahJazzBoxScore November1,,,,,,,,,,,,,,,,,,,
2,Collin Sexton,25:42,0.661,0.607,0.286,0.429,4.0,4.4,4.2,33.3,1.8,0.0,15.3,31.8,119.0,110.0,6.6,MiamiHeatatUtahJazzBoxScore December30,,,,,,,,,,,,,,,,,,,
1,Collin Sexton,25:04,0.607,0.5,0.538,0.462,0.0,4.1,2.3,17.2,0.0,0.0,20.4,32.5,108.0,115.0,-3.3,MilwaukeeBucksatUtahJazzBoxScore February4,,,,,,,,,,,,,,,,,,,
6,Collin Sexton,28:14,0.542,0.5,0.615,0.308,7.9,3.3,5.4,34.6,0.0,0.0,11.9,24.3,122.0,111.0,4.1,NewOrleansPelicansatUtahJazzBoxScore November25,,,,,,,,,,,,,,,,,,,
9,Collin Sexton,17:40,0.611,0.611,0.667,0.0,5.9,6.0,6.0,0.0,5.6,0.0,30.8,32.0,73.0,110.0,-4.4,NewOrleansPelicansatUtahJazzBoxScore November27,,,,,,,,,,,,,,,,,,,
1,Collin Sexton,30:17,0.673,0.639,0.444,0.167,3.4,9.1,6.4,40.9,0.0,0.0,9.4,27.6,137.0,117.0,9.9,NewYorkKnicksatUtahJazzBoxScore December13,,,,,,,,,,,,,,,,,,,
3,Collin Sexton,26:13,0.574,0.45,0.3,0.5,0.0,0.0,0.0,18.9,0.0,0.0,14.1,22.6,124.0,132.0,-6.9,OklahomaCityThunderatUtahJazzBoxScore February6,,,,,,,,,,,,,,,,,,,
1,Collin Sexton,34:05,0.662,0.632,0.368,0.526,3.4,0.0,1.9,34.1,1.4,0.0,7.9,30.1,133.0,132.0,6.4,OklahomaCityThunderatUtahJazzBoxScore January18,,,,,,,,,,,,,,,,,,,
7,Collin Sexton,16:53,0.47,0.375,0.25,0.75,6.2,0.0,3.1,8.8,0.0,0.0,15.8,29.8,91.0,119.0,-9.9,OrlandoMagicatUtahJazzBoxScore November2,,,,,,,,,,,,,,,,,,,
