Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
4,Bismack Biyombo,14:26,0.5,0.5,0.0,0.0,6.7,9.0,7.6,0.0,0.0,7.2,0.0,6.1,122.0,113.0,-11.5,BostonCelticsatMemphisGrizzliesBoxScore November19,,,,,,,,,,,,,,,,,,,
9,Bismack Biyombo,11:50,1.0,1.0,0.0,0.0,9.4,10.7,10.0,11.0,0.0,8.8,66.7,10.8,82.0,123.0,-6.2,DallasMavericksatMemphisGrizzliesBoxScore December11,,,,,,,,,,,,,,,,,,,
1,Bismack Biyombo,33:22,0.53,0.556,0.0,0.111,2.9,23.0,13.1,4.8,0.0,2.4,17.5,14.2,92.0,105.0,-3.6,HoustonRocketsatMemphisGrizzliesBoxScore December15,,,,,,,,,,,,,,,,,,,
4,Bismack Biyombo,16:56,0.225,0.25,0.0,0.25,8.1,12.6,10.6,7.1,0.0,7.5,0.0,11.3,77.0,109.0,-8.7,IndianaPacersatMemphisGrizzliesBoxScore December21,,,,,,,,,,,,,,,,,,,
3,Bismack Biyombo,29:49,0.922,1.0,0.0,0.5,20.1,18.9,19.6,0.0,1.6,0.0,17.0,8.2,162.0,112.0,0.3,MiamiHeatatMemphisGrizzliesBoxScore November8,,,,,,,,,,,,,,,,,,,
4,Bismack Biyombo,19:34,0.5,0.5,0.0,0.0,0.0,21.0,9.0,14.2,0.0,0.0,0.0,4.7,132.0,139.0,-7.6,MinnesotaTimberwolvesatMemphisGrizzliesBoxScore December8,,,,,,,,,,,,,,,,,,,
2,Bismack Biyombo,30:11,0.676,0.667,0.0,3.333,6.8,15.9,10.3,15.5,1.6,0.0,11.9,11.8,137.0,123.0,2.3,MinnesotaTimberwolvesatMemphisGrizzliesBoxScore November26,,,,,,,,,,,,,,,,,,,
2,Bismack Biyombo,29:18,0.6,0.6,0.0,0.0,4.1,13.7,8.6,5.1,0.0,3.6,16.7,10.1,106.0,122.0,-5.1,PhoenixSunsatMemphisGrizzliesBoxScore November24,,,,,,,,,,,,,,,,,,,
4,Bismack Biyombo,21:43,0.0,0.0,0.0,0.0,0.0,31.6,14.3,0.0,0.0,3.7,0.0,0.0,0.0,119.0,-6.1,SacramentoKingsatMemphisGrizzliesBoxScore December31,,,,,,,,,,,,,,,,,,,
4,Bismack Biyombo,27:56,0.5,0.5,0.0,0.0,8.2,23.4,16.0,5.1,1.7,9.5,33.3,9.7,87.0,91.0,-1.7,SanAntonioSpursatMemphisGrizzliesBoxScore January2,,,,,,,,,,,,,,,,,,,
11,Bismack Biyombo,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TorontoRaptorsatMemphisGrizzliesBoxScore January3,,,,,,,,,,,,,,,,,,,
2,Bismack Biyombo,33:41,0.593,0.5,0.0,0.6,29.1,27.6,28.5,0.0,1.5,0.0,0.0,15.3,154.0,129.0,-2.1,UtahJazzatMemphisGrizzliesBoxScore November10,,,,,,,,,,,,,,,,,,,
2,Bismack Biyombo,30:15,1.0,1.0,0.0,0.0,0.0,18.7,10.6,8.3,1.7,9.3,62.5,12.0,68.0,92.0,-4.2,UtahJazzatMemphisGrizzliesBoxScore November29,,,,,,,,,,,,,,,,,,,
3,Bismack Biyombo,29:04,0.463,0.5,0.0,1.0,26.9,13.5,19.7,11.0,1.7,0.0,10.4,13.5,125.0,121.0,-3.1,MemphisGrizzliesatAtlantaHawksBoxScore December23,,,,,,,,,,,,,,,,,,,
2,Bismack Biyombo,23:26,0.667,0.667,0.0,0.0,4.9,19.7,13.1,20.5,0.0,7.7,40.0,9.4,109.0,100.0,0.4,MemphisGrizzliesatDallasMavericksBoxScore December1,,,,,,,,,,,,,,,,,,,
4,Bismack Biyombo,18:09,0.5,0.5,0.0,0.0,6.2,6.0,6.1,25.6,0.0,0.0,50.0,9.1,99.0,115.0,-2.4,MemphisGrizzliesatDallasMavericksBoxScore January9,,,,,,,,,,,,,,,,,,,
4,Bismack Biyombo,21:56,0.25,0.25,0.0,0.0,4.2,23.7,12.3,6.3,0.0,4.0,33.3,11.8,52.0,145.0,-17.3,MemphisGrizzliesatDenverNuggetsBoxScore December28,,,,,,,,,,,,,,,,,,,
2,Bismack Biyombo,25:42,0.333,0.333,0.0,0.0,8.7,37.4,23.3,16.6,0.0,3.3,40.0,8.4,93.0,101.0,-4.1,MemphisGrizzliesatDetroitPistonsBoxScore December6,,,,,,,,,,,,,,,,,,,
4,Bismack Biyombo,23:59,0.323,0.5,0.0,3.0,4.2,20.4,12.4,6.1,0.0,0.0,30.1,12.3,59.0,114.0,-14.2,MemphisGrizzliesatHoustonRocketsBoxScore December13,,,,,,,,,,,,,,,,,,,
1,Bismack Biyombo,31:27,0.512,0.5,0.0,0.5,0.0,17.7,8.0,12.7,1.6,6.2,17.0,8.4,92.0,110.0,-0.6,MemphisGrizzliesatHoustonRocketsBoxScore November22,,,,,,,,,,,,,,,,,,,
4,Bismack Biyombo,7:47,0.5,0.5,0.0,0.0,0.0,30.1,14.2,0.0,6.0,0.0,33.3,17.2,56.0,102.0,-7.6,MemphisGrizzliesatLosAngelesClippersBoxScore December29,,,,,,,,,,,,,,,,,,,
