Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
7,Isaiah Hartenstein,25:44,0.717,0.75,0.0,0.5,16.7,15.1,16.0,12.3,0.0,0.0,17.0,9.3,145.0,120.0,-1.7,BostonCelticsatNewYorkKnicksBoxScore October25
9,Isaiah Hartenstein,17:33,0.63,0.667,0.0,1.333,17.6,24.3,21.6,6.6,2.9,9.3,29.6,16.9,108.0,102.0,-5.0,CharlotteHornetsatNewYorkKnicksBoxScore November12
9,Isaiah Hartenstein,13:34,0.667,0.667,0.0,0.0,24.7,20.4,22.3,20.9,0.0,0.0,0.0,9.4,177.0,100.0,5.3,CharlotteHornetsatNewYorkKnicksBoxScore November28
2,Isaiah Hartenstein,36:35,0.683,0.667,0.0,0.5,22.4,34.1,28.8,3.2,0.0,11.5,21.5,11.2,135.0,96.0,3.9,ChicagoBullsatNewYorkKnicksBoxScore January3
8,Isaiah Hartenstein,15:56,0.0,0.0,0.0,0.0,10.8,30.1,18.8,18.8,9.4,0.0,50.0,10.2,40.0,80.0,0.1,ClevelandCavaliersatNewYorkKnicksBoxScore November1
4,Isaiah Hartenstein,15:23,0.85,0.8,0.0,0.4,13.0,16.4,14.5,21.1,6.6,0.0,25.4,21.8,134.0,117.0,10.0,DallasMavericksatNewYorkKnicksBoxScore February8
9,Isaiah Hartenstein,17:04,1.0,1.0,0.0,0.0,12.2,7.6,10.2,0.0,5.7,0.0,66.7,7.6,84.0,106.0,-7.6,DetroitPistonsatNewYorkKnicksBoxScore November30
1,Isaiah Hartenstein,40:58,0.643,0.6,0.0,0.2,5.3,23.4,14.5,16.5,2.5,4.3,26.9,8.0,124.0,94.0,5.1,HoustonRocketsatNewYorkKnicksBoxScore January17
4,Isaiah Hartenstein,35:30,0.711,0.75,0.0,0.125,18.3,33.1,24.7,24.7,0.0,2.3,10.6,10.3,156.0,107.0,10.1,IndianaPacersatNewYorkKnicksBoxScore February1
9,Isaiah Hartenstein,13:12,0.6,0.6,0.0,0.0,17.3,9.8,13.8,24.2,7.8,0.0,0.0,15.8,155.0,94.0,12.5,LosAngelesClippersatNewYorkKnicksBoxScore November6
4,Isaiah Hartenstein,33:04,0.304,0.222,0.0,0.222,16.4,36.3,24.5,7.6,0.0,5.9,0.0,12.6,108.0,118.0,-4.1,LosAngelesLakersatNewYorkKnicksBoxScore February3
3,Isaiah Hartenstein,34:59,0.871,0.875,0.0,0.5,15.7,18.5,17.2,10.7,1.4,9.6,23.5,16.7,144.0,116.0,3.0,MemphisGrizzliesatNewYorkKnicksBoxScore February6
4,Isaiah Hartenstein,15:37,1.0,1.0,0.0,0.0,15.0,28.6,22.0,7.9,0.0,0.0,0.0,5.8,214.0,119.0,2.1,MiamiHeatatNewYorkKnicksBoxScore January27
6,Isaiah Hartenstein,27:39,0.333,0.333,0.0,0.0,4.7,13.9,10.0,4.7,3.6,3.5,25.0,6.5,75.0,96.0,-1.6,MiamiHeatatNewYorkKnicksBoxScore November24
2,Isaiah Hartenstein,33:00,0.888,0.8,0.0,0.8,19.6,20.8,20.1,4.1,1.4,0.0,12.9,10.0,175.0,127.0,3.1,MilwaukeeBucksatNewYorkKnicksBoxScore December23
2,Isaiah Hartenstein,32:43,0.698,0.714,0.0,0.286,17.3,11.5,13.8,13.8,0.0,2.8,0.0,10.1,164.0,125.0,3.5,MilwaukeeBucksatNewYorkKnicksBoxScore December25
1,Isaiah Hartenstein,39:09,0.735,0.667,0.0,1.333,10.7,16.6,13.3,10.1,3.9,7.7,17.4,6.2,153.0,101.0,7.4,MinnesotaTimberwolvesatNewYorkKnicksBoxScore January1
3,Isaiah Hartenstein,28:29,0.543,0.5,0.0,0.167,18.3,28.8,23.2,18.1,0.0,0.0,23.7,14.0,116.0,112.0,-2.6,OrlandoMagicatNewYorkKnicksBoxScore January15
9,Isaiah Hartenstein,13:33,0.735,0.667,0.0,1.333,33.7,8.2,20.8,11.1,0.0,6.7,0.0,15.9,178.0,134.0,4.9,PhoenixSunsatNewYorkKnicksBoxScore November26
2,Isaiah Hartenstein,27:52,0.906,1.0,0.0,4.0,18.7,29.8,24.6,14.6,5.5,3.0,42.0,7.2,145.0,75.0,7.6,PortlandTrailBlazersatNewYorkKnicksBoxScore January9
9,Isaiah Hartenstein,15:15,0.689,0.667,0.0,0.111,19.7,0.0,10.2,0.0,6.5,0.0,0.0,26.4,149.0,101.0,5.2,SanAntonioSpursatNewYorkKnicksBoxScore November8
8,Isaiah Hartenstein,26:51,0.628,0.571,0.0,0.571,25.5,11.9,17.9,8.0,3.7,3.1,18.6,17.3,134.0,127.0,-2.2,TorontoRaptorsatNewYorkKnicksBoxScore December11
3,Isaiah Hartenstein,23:04,0.266,0.0,0.0,2.0,0.0,14.6,9.0,4.3,0.0,0.0,0.0,3.3,101.0,104.0,-4.1,TorontoRaptorsatNewYorkKnicksBoxScore January20
4,Isaiah Hartenstein,29:26,0.643,0.6,0.0,0.2,27.2,17.7,22.2,9.5,3.6,3.3,8.4,18.1,147.0,109.0,3.0,UtahJazzatNewYorkKnicksBoxScore January30
3,Isaiah Hartenstein,38:31,0.6,0.6,0.0,0.0,14.2,30.5,22.8,10.6,2.4,2.1,28.6,7.6,123.0,100.0,2.5,WashingtonWizardsatNewYorkKnicksBoxScore January18
8,Isaiah Hartenstein,17:16,0.583,0.556,0.0,0.111,21.9,8.2,15.4,0.0,2.9,0.0,0.0,22.9,138.0,120.0,-0.5,NewYorkKnicksatAtlantaHawksBoxScore November15
9,Isaiah Hartenstein,10:18,0.694,0.75,0.0,1.0,9.9,11.1,10.5,16.1,4.5,8.5,14.8,26.6,124.0,106.0,2.6,NewYorkKnicksatAtlantaHawksBoxScore October27
6,Isaiah Hartenstein,29:18,0.512,0.5,0.0,0.5,17.2,49.1,33.6,16.1,0.0,7.4,17.0,8.5,136.0,129.0,2.7,NewYorkKnicksatBostonCelticsBoxScore December8
8,Isaiah Hartenstein,14:49,0.75,0.75,0.5,0.0,23.7,0.0,13.1,10.9,3.8,0.0,0.0,6.6,191.0,133.0,6.8,NewYorkKnicksatBostonCelticsBoxScore November13
2,Isaiah Hartenstein,30:01,0.333,0.333,0.0,0.0,18.2,13.6,15.5,11.3,0.0,5.9,0.0,4.1,153.0,105.0,0.7,NewYorkKnicksatBrooklynNetsBoxScore December20
4,Isaiah Hartenstein,16:28,0.94,1.0,0.0,0.75,7.5,19.9,14.0,9.0,9.6,0.0,15.8,18.4,159.0,81.0,14.5,NewYorkKnicksatCharlotteHornetsBoxScore January29
8,Isaiah Hartenstein,14:41,0.694,0.5,0.0,1.0,14.5,43.0,27.6,0.0,0.0,0.0,25.8,11.4,127.0,115.0,-5.2,NewYorkKnicksatCharlotteHornetsBoxScore November18
8,Isaiah Hartenstein,22:51,0.574,0.5,0.2,0.3,19.1,12.6,15.6,7.6,4.4,3.9,8.1,23.3,127.0,89.0,6.7,NewYorkKnicksatClevelandCavaliersBoxScore October31
