Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
8,Reggie Jackson,23:24,0.432,0.385,0.308,0.154,0.0,0.0,0.0,21.2,4.1,0.0,6.7,26.3,98.0,105.0,-5.0,BrooklynNetsatDenverNuggetsBoxScore December14
9,Reggie Jackson,17:04,0.631,0.636,0.273,0.182,0.0,23.4,12.6,46.6,2.9,0.0,0.0,33.1,131.0,96.0,9.7,CharlotteHornetsatDenverNuggetsBoxScore January1
6,Reggie Jackson,25:18,0.735,0.75,0.5,0.2,0.0,4.0,2.2,18.6,0.0,3.2,8.4,21.4,135.0,112.0,4.2,ChicagoBullsatDenverNuggetsBoxScore November4
10,Reggie Jackson,18:35,0.804,0.792,0.25,0.083,0.0,5.0,2.9,40.1,0.0,0.0,0.0,30.7,168.0,117.0,12.3,DallasMavericksatDenverNuggetsBoxScore December18
6,Reggie Jackson,19:51,0.368,0.35,0.4,0.2,0.0,5.8,2.8,11.6,10.0,0.0,21.6,28.4,75.0,104.0,-6.7,DallasMavericksatDenverNuggetsBoxScore November3
7,Reggie Jackson,21:12,0.825,0.786,0.143,0.286,15.1,5.0,9.1,57.1,2.3,0.0,11.3,19.0,170.0,119.0,10.7,DetroitPistonsatDenverNuggetsBoxScore January7
7,Reggie Jackson,14:32,0.347,0.0,0.0,1.0,0.0,0.0,0.0,24.8,0.0,0.0,58.1,20.6,54.0,124.0,-18.2,GoldenStateWarriorsatDenverNuggetsBoxScore December25
4,Reggie Jackson,32:21,0.559,0.559,0.412,0.118,0.0,6.5,3.2,30.6,0.0,0.0,0.0,24.6,124.0,119.0,1.9,GoldenStateWarriorsatDenverNuggetsBoxScore November8
7,Reggie Jackson,24:37,0.338,0.25,0.5,0.25,4.1,8.5,6.2,34.3,0.0,0.0,0.0,15.5,107.0,124.0,-3.8,HoustonRocketsatDenverNuggetsBoxScore December8
6,Reggie Jackson,23:45,0.5,0.5,0.5,0.0,0.0,11.2,5.3,11.3,0.0,4.5,0.0,25.9,113.0,135.0,-8.9,HoustonRocketsatDenverNuggetsBoxScore November29
6,Reggie Jackson,23:24,0.945,1.0,0.0,1.333,0.0,0.0,0.0,20.6,2.1,0.0,38.7,15.6,126.0,115.0,0.3,IndianaPacersatDenverNuggetsBoxScore January14
4,Reggie Jackson,29:34,0.66,0.636,0.091,0.545,0.0,11.1,6.2,23.5,0.0,2.8,12.8,25.1,121.0,121.0,1.0,LosAngelesClippersatDenverNuggetsBoxScore November14
6,Reggie Jackson,24:04,0.5,0.5,0.625,0.0,0.0,13.0,7.0,4.7,2.1,0.0,20.0,18.6,82.0,114.0,-8.2,LosAngelesLakersatDenverNuggetsBoxScore October24
9,Reggie Jackson,16:49,0.571,0.5,0.143,0.286,7.7,5.5,6.4,43.0,2.9,0.0,27.6,27.4,120.0,108.0,0.0,MemphisGrizzliesatDenverNuggetsBoxScore December28
7,Reggie Jackson,20:12,0.571,0.5,0.286,0.286,5.7,5.3,5.5,32.2,0.0,0.0,0.0,17.1,138.0,116.0,2.2,MilwaukeeBucksatDenverNuggetsBoxScore January29
6,Reggie Jackson,24:21,0.6,0.6,0.5,0.0,0.0,8.6,4.8,0.0,2.0,0.0,23.1,23.0,86.0,116.0,-6.6,NewOrleansPelicansatDenverNuggetsBoxScore January12
