Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
15,Brandon Williams,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BostonCelticsatDallasMavericksBoxScore January22
12,Brandon Williams,3:03,0.0,0.0,0.0,0.0,0.0,36.6,18.1,43.7,0.0,0.0,0.0,14.9,51.0,120.0,-12.4,MemphisGrizzliesatDallasMavericksBoxScore January9
13,Brandon Williams,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MilwaukeeBucksatDallasMavericksBoxScore February3
15,Brandon Williams,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MinnesotaTimberwolvesatDallasMavericksBoxScore January7
13,Brandon Williams,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewOrleansPelicansatDallasMavericksBoxScore January13
14,Brandon Williams,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewOrleansPelicansatDallasMavericksBoxScore January15
12,Brandon Williams,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewYorkKnicksatDallasMavericksBoxScore January11
14,Brandon Williams,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OrlandoMagicatDallasMavericksBoxScore January29
13,Brandon Williams,4:48,0.41,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,78.0,140.0,-13.1,PhoenixSunsatDallasMavericksBoxScore January24
14,Brandon Williams,5:56,0.0,0.0,0.0,2.0,18.8,17.6,18.2,0.0,7.7,0.0,0.0,13.5,46.0,82.0,-6.6,PortlandTrailBlazersatDallasMavericksBoxScore January3
11,Brandon Williams,9:54,0.81,0.833,0.333,1.0,0.0,0.0,0.0,20.9,0.0,8.8,18.8,21.6,139.0,101.0,7.0,PortlandTrailBlazersatDallasMavericksBoxScore January5
13,Brandon Williams,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SacramentoKingsatDallasMavericksBoxScore January27
13,Brandon Williams,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DallasMavericksatAtlantaHawksBoxScore January26
15,Brandon Williams,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DallasMavericksatBrooklynNetsBoxScore February6
10,Brandon Williams,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DallasMavericksatGoldenStateWarriorsBoxScore December30
12,Brandon Williams,4:44,0.833,0.833,0.667,0.0,0.0,24.7,11.5,93.4,0.0,0.0,0.0,26.7,180.0,128.0,27.5,DallasMavericksatLosAngelesLakersBoxScore January17
14,Brandon Williams,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DallasMavericksatMinnesotaTimberwolvesBoxScore December28
11,Brandon Williams,8:16,0.579,0.333,0.333,1.0,0.0,0.0,0.0,46.1,0.0,0.0,0.0,24.2,138.0,139.0,5.8,DallasMavericksatMinnesotaTimberwolvesBoxScore January31
12,Brandon Williams,1:17,0.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9,123.0,125.0,-9.8,DallasMavericksatNewYorkKnicksBoxScore February8
13,Brandon Williams,3:11,0.0,0.0,0.5,0.0,0.0,0.0,0.0,71.8,0.0,0.0,0.0,28.4,62.0,117.0,-17.3,DallasMavericksatPhiladelphia76ersBoxScore February5
13,Brandon Williams,6:42,0.667,0.667,0.0,0.0,13.3,0.0,7.6,31.6,0.0,0.0,25.0,25.3,103.0,127.0,-2.6,DallasMavericksatUtahJazzBoxScore January1
