Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
1,Kentavious Caldwell-Pope,29:05,0.388,0.333,0.5,0.167,0.0,10.3,5.6,17.5,1.7,0.0,0.0,10.5,105.0,102.0,-7.3,CharlotteHornetsatDenverNuggetsBoxScore January1
3,Kentavious Caldwell-Pope,29:45,0.625,0.625,0.5,0.0,0.0,0.0,0.0,9.1,1.7,0.0,11.1,13.8,115.0,112.0,-3.8,ChicagoBullsatDenverNuggetsBoxScore November4
1,Kentavious Caldwell-Pope,26:26,0.75,0.75,0.333,0.0,4.9,7.0,6.1,8.7,0.0,0.0,0.0,10.4,164.0,118.0,0.6,DallasMavericksatDenverNuggetsBoxScore December18
1,Kentavious Caldwell-Pope,36:51,0.571,0.571,0.429,0.0,0.0,15.5,7.7,2.9,2.7,0.0,12.5,8.8,115.0,119.0,-2.9,DallasMavericksatDenverNuggetsBoxScore November3
0,Kentavious Caldwell-Pope,36:07,0.795,0.75,0.6,0.3,0.0,11.8,7.1,0.0,2.7,2.0,20.9,18.0,112.0,116.0,-2.0,DetroitPistonsatDenverNuggetsBoxScore January7
2,Kentavious Caldwell-Pope,37:08,0.615,0.615,0.692,0.0,3.2,9.2,6.3,20.0,2.6,0.0,0.0,15.3,141.0,116.0,6.6,GoldenStateWarriorsatDenverNuggetsBoxScore December25
2,Kentavious Caldwell-Pope,35:07,0.512,0.375,0.375,0.5,2.8,5.9,4.4,11.1,1.5,0.0,0.0,12.4,124.0,116.0,-3.2,GoldenStateWarriorsatDenverNuggetsBoxScore November8
3,Kentavious Caldwell-Pope,25:04,1.017,1.0,0.5,0.333,0.0,0.0,0.0,0.0,0.0,4.5,0.0,11.8,202.0,124.0,8.6,HoustonRocketsatDenverNuggetsBoxScore December8
2,Kentavious Caldwell-Pope,31:35,0.833,0.833,0.5,0.0,0.0,4.2,2.0,7.3,0.0,0.0,0.0,8.3,172.0,139.0,-3.5,HoustonRocketsatDenverNuggetsBoxScore November29
0,Kentavious Caldwell-Pope,37:14,1.034,1.0,0.75,0.75,0.0,5.2,3.3,3.1,2.6,0.0,15.8,8.0,165.0,112.0,2.9,IndianaPacersatDenverNuggetsBoxScore January14
