Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
4,Cam Reddish,18:23,0.868,0.75,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,11.5,96.0,136.0,-7.4,BostonCelticsatLosAngelesLakersBoxScore December25,,,,,,,,,,,,,,,,,,,
12,Cam Reddish,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ChicagoBullsatLosAngelesLakersBoxScore January25,,,,,,,,,,,,,,,,,,,
12,Cam Reddish,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DallasMavericksatLosAngelesLakersBoxScore January17,,,,,,,,,,,,,,,,,,,
4,Cam Reddish,24:25,0.661,0.571,0.143,0.429,3.8,15.7,9.6,6.1,0.0,3.4,0.0,14.9,141.0,102.0,0.9,HoustonRocketsatLosAngelesLakersBoxScore December2,,,,,,,,,,,,,,,,,,,
1,Cam Reddish,39:07,0.389,0.389,0.556,0.0,0.0,9.7,4.8,10.4,3.7,0.0,10.0,10.9,86.0,104.0,-2.4,HoustonRocketsatLosAngelesLakersBoxScore November19,,,,,,,,,,,,,,,,,,,
4,Cam Reddish,20:21,0.509,0.5,0.5,0.333,6.7,15.7,11.8,6.3,4.9,0.0,42.1,25.9,65.0,101.0,-6.2,LosAngelesClippersatLosAngelesLakersBoxScore January7,,,,,,,,,,,,,,,,,,,
3,Cam Reddish,16:52,,,,,,,,,,,,,,,,LosAngelesClippersatLosAngelesLakersBoxScore November1,0.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,0.75,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,6.0
4,Cam Reddish,32:00,0.5,0.5,0.375,0.0,3.3,4.5,3.8,0.0,1.5,0.0,0.0,10.9,104.0,133.0,-6.9,MemphisGrizzliesatLosAngelesLakersBoxScore January5,,,,,,,,,,,,,,,,,,,
3,Cam Reddish,24:45,0.635,0.643,0.714,0.286,0.0,3.4,2.2,9.4,0.0,0.0,0.0,13.9,148.0,117.0,-3.0,MemphisGrizzliesatLosAngelesLakersBoxScore November14,,,,,,,,,,,,,,,,,,,
4,Cam Reddish,18:40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,80.0,11.2,9.0,116.0,-18.5,MiamiHeatatLosAngelesLakersBoxScore January3,,,,,,,,,,,,,,,,,,,
1,Cam Reddish,23:26,0.654,0.583,0.333,0.333,10.0,10.2,10.1,10.0,0.0,0.0,12.7,14.3,137.0,94.0,1.5,NewOrleansPelicansatLosAngelesLakersBoxScore December7,,,,,,,,,,,,,,,,,,,
4,Cam Reddish,27:18,0.222,0.222,0.444,0.0,3.5,4.1,3.8,4.6,5.2,0.0,0.0,13.8,60.0,109.0,-9.0,NewYorkKnicksatLosAngelesLakersBoxScore December18,,,,,,,,,,,,,,,,,,,
8,Cam Reddish,14:00,0.0,0.0,1.0,0.0,0.0,14.0,8.2,16.3,3.5,0.0,50.0,6.7,51.0,104.0,-2.7,OrlandoMagicatLosAngelesLakersBoxScore October30,,,,,,,,,,,,,,,,,,,
2,Cam Reddish,29:59,0.347,0.0,0.5,1.0,2.8,5.0,3.6,4.2,1.7,0.0,0.0,7.6,106.0,114.0,-7.7,PhoenixSunsatLosAngelesLakersBoxScore December5,,,,,,,,,,,,,,,,,,,
4,Cam Reddish,8:25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,137.0,-16.1,PhoenixSunsatLosAngelesLakersBoxScore January11,,,,,,,,,,,,,,,,,,,
9,Cam Reddish,11:45,0.4,0.4,0.6,0.0,0.0,9.3,4.5,0.0,0.0,0.0,16.7,21.7,63.0,104.0,-14.6,PhoenixSunsatLosAngelesLakersBoxScore October26,,,,,,,,,,,,,,,,,,,
8,Cam Reddish,21:04,0.625,0.625,0.25,0.0,0.0,20.3,11.4,6.4,4.6,0.0,0.0,16.5,132.0,106.0,0.3,PortlandTrailBlazersatLosAngelesLakersBoxScore January21,,,,,,,,,,,,,,,,,,,
1,Cam Reddish,37:52,0.795,0.75,0.3,0.3,3.2,19.5,11.2,7.9,3.8,2.4,8.1,14.3,146.0,103.0,6.3,PortlandTrailBlazersatLosAngelesLakersBoxScore November12,,,,,,,,,,,,,,,,,,,
3,Cam Reddish,32:14,0.571,0.571,0.357,0.0,0.0,6.3,3.4,0.0,7.0,0.0,6.7,19.5,101.0,111.0,2.7,SacramentoKingsatLosAngelesLakersBoxScore November15,,,,,,,,,,,,,,,,,,,
4,Cam Reddish,22:38,0.825,0.857,0.857,0.286,0.0,5.4,2.8,0.0,2.0,3.6,20.2,18.7,103.0,121.0,1.8,TorontoRaptorsatLosAngelesLakersBoxScore January9,,,,,,,,,,,,,,,,,,,
4,Cam Reddish,5:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,-9.0,UtahJazzatLosAngelesLakersBoxScore November21,,,,,,,,,,,,,,,,,,,
3,Cam Reddish,28:23,0.464,0.464,0.571,0.0,3.5,13.0,7.7,10.1,3.3,0.0,6.7,22.3,92.0,120.0,-2.6,LosAngelesLakersatChicagoBullsBoxScore December20,,,,,,,,,,,,,,,,,,,
4,Cam Reddish,22:10,0.5,0.5,0.0,0.0,6.4,10.3,8.5,9.7,0.0,4.7,33.3,11.4,89.0,134.0,-7.9,LosAngelesLakersatDallasMavericksBoxScore December12,,,,,,,,,,,,,,,,,,,
7,Cam Reddish,17:38,0.717,0.625,0.5,0.5,11.8,13.6,12.7,0.0,0.0,4.8,0.0,12.1,163.0,125.0,3.6,LosAngelesLakersatDenverNuggetsBoxScore October24,,,,,,,,,,,,,,,,,,,
8,Cam Reddish,19:33,0.0,0.0,0.667,0.0,0.0,14.4,8.4,10.9,0.0,0.0,25.0,8.4,33.0,109.0,-14.2,LosAngelesLakersatDetroitPistonsBoxScore November29,,,,,,,,,,,,,,,,,,,
8,Cam Reddish,24:36,0.4,0.286,0.429,0.571,0.0,4.5,2.1,0.0,6.0,0.0,0.0,16.3,82.0,125.0,-5.3,LosAngelesLakersatHoustonRocketsBoxScore November8,,,,,,,,,,,,,,,,,,,
7,Cam Reddish,16:25,0.666,0.8,0.8,0.8,0.0,0.0,0.0,8.1,2.9,14.4,12.9,19.4,112.0,114.0,9.8,LosAngelesLakersatLosAngelesClippersBoxScore January23,,,,,,,,,,,,,,,,,,,
7,Cam Reddish,28:43,0.518,0.4,0.0,0.8,8.8,7.6,8.2,8.2,1.7,0.0,22.8,14.1,101.0,112.0,-3.4,LosAngelesLakersatMiamiHeatBoxScore November6,,,,,,,,,,,,,,,,,,,
3,Cam Reddish,36:38,0.45,0.375,0.25,0.25,3.4,0.0,1.7,7.1,1.3,0.0,10.1,11.7,98.0,122.0,-5.0,LosAngelesLakersatMinnesotaTimberwolvesBoxScore December21,,,,,,,,,,,,,,,,,,,
