Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
7,Isaiah Joe,20:05,0.75,0.75,1.0,0.0,0.0,11.4,6.6,20.2,0.0,0.0,0.0,16.3,157.0,118.0,9.6,AtlantaHawksatOklahomaCityThunderBoxScore November6,,,,,,,,,,,,,,,,,,,
9,Isaiah Joe,12:32,1.0,1.0,0.6,0.0,0.0,25.5,13.5,0.0,0.0,0.0,16.7,21.2,133.0,126.0,5.4,BostonCelticsatOklahomaCityThunderBoxScore January2,,,,,,,,,,,,,,,,,,,
8,Isaiah Joe,15:54,1.215,1.5,1.0,1.0,0.0,5.2,3.2,0.0,0.0,0.0,41.0,14.1,93.0,116.0,-0.2,BrooklynNetsatOklahomaCityThunderBoxScore December31,,,,,,,,,,,,,,,,,,,
6,Isaiah Joe,27:06,0.969,0.944,0.778,0.333,0.0,3.9,2.1,0.0,0.0,4.0,0.0,17.6,189.0,121.0,13.3,ChicagoBullsatOklahomaCityThunderBoxScore November22,,,,,,,,,,,,,,,,,,,
7,Isaiah Joe,18:08,0.429,0.429,0.857,0.0,0.0,19.9,9.7,0.0,0.0,0.0,12.5,18.7,79.0,122.0,-13.2,ClevelandCavaliersatOklahomaCityThunderBoxScore November8,,,,,,,,,,,,,,,,,,,
8,Isaiah Joe,16:42,0.357,0.357,0.571,0.0,0.0,18.0,7.5,9.2,12.0,0.0,12.5,21.5,66.0,111.0,-0.3,DenverNuggetsatOklahomaCityThunderBoxScore October29,,,,,,,,,,,,,,,,,,,
8,Isaiah Joe,19:36,0.75,0.75,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,15.5,119.0,121.0,-3.2,DetroitPistonsatOklahomaCityThunderBoxScore October30,,,,,,,,,,,,,,,,,,,
7,Isaiah Joe,8:30,,,,,,,,,,,,,,,,GoldenStateWarriorsatOklahomaCityThunderBoxScore December8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0
6,Isaiah Joe,26:13,0.926,0.917,0.833,1.0,0.0,0.0,0.0,4.3,0.0,0.0,10.4,15.3,166.0,141.0,4.5,GoldenStateWarriorsatOklahomaCityThunderBoxScore November3,,,,,,,,,,,,,,,,,,,
7,Isaiah Joe,25:14,0.688,0.688,0.875,0.0,5.6,4.3,4.9,0.0,0.0,3.8,0.0,14.4,134.0,124.0,-3.4,LosAngelesClippersatOklahomaCityThunderBoxScore December21,,,,,,,,,,,,,,,,,,,
7,Isaiah Joe,20:19,0.318,0.318,0.545,0.0,5.0,24.2,13.7,6.1,0.0,8.1,15.4,27.3,66.0,127.0,-12.5,LosAngelesLakersatOklahomaCityThunderBoxScore December23,,,,,,,,,,,,,,,,,,,
7,Isaiah Joe,19:46,0.625,0.625,0.75,0.0,0.0,25.8,13.6,0.0,2.4,15.2,0.0,17.6,120.0,97.0,9.2,LosAngelesLakersatOklahomaCityThunderBoxScore November30,,,,,,,,,,,,,,,,,,,
6,Isaiah Joe,19:28,0.5,0.5,0.6,0.0,5.1,14.8,10.1,20.0,2.4,0.0,0.0,10.8,127.0,96.0,1.7,MemphisGrizzliesatOklahomaCityThunderBoxScore December18,,,,,,,,,,,,,,,,,,,
8,Isaiah Joe,16:16,1.0,1.0,0.75,0.0,10.2,8.7,9.4,14.7,0.0,0.0,0.0,11.9,196.0,118.0,6.2,MinnesotaTimberwolvesatOklahomaCityThunderBoxScore December26,,,,,,,,,,,,,,,,,,,
9,Isaiah Joe,16:16,1.25,1.25,0.5,0.0,13.4,15.1,14.2,0.0,0.0,0.0,33.3,8.8,154.0,122.0,1.7,MinnesotaTimberwolvesatOklahomaCityThunderBoxScore January29,,,,,,,,,,,,,,,,,,,
7,Isaiah Joe,14:28,0.541,0.429,1.0,0.429,0.0,5.1,3.1,10.6,0.0,0.0,0.0,24.4,114.0,116.0,4.5,NewOrleansPelicansatOklahomaCityThunderBoxScore November1,,,,,,,,,,,,,,,,,,,
8,Isaiah Joe,15:51,0.667,0.667,0.667,0.0,0.0,18.4,9.0,0.0,0.0,0.0,0.0,17.5,126.0,125.0,-1.3,NewYorkKnicksatOklahomaCityThunderBoxScore December27,,,,,,,,,,,,,,,,,,,
8,Isaiah Joe,16:19,0.563,0.563,0.5,0.0,0.0,13.1,6.1,9.4,0.0,0.0,11.1,23.8,101.0,108.0,-2.9,OrlandoMagicatOklahomaCityThunderBoxScore January13,,,,,,,,,,,,,,,,,,,
7,Isaiah Joe,25:35,0.437,0.393,0.857,0.143,0.0,13.4,6.5,10.6,0.0,0.0,0.0,24.6,104.0,136.0,-6.7,Philadelphia76ersatOklahomaCityThunderBoxScore November25,,,,,,,,,,,,,,,,,,,
15,Isaiah Joe,6:57,0.0,0.0,0.0,0.0,0.0,10.8,6.8,13.0,6.7,0.0,0.0,0.0,226.0,69.0,7.3,PortlandTrailBlazersatOklahomaCityThunderBoxScore January11,,,,,,,,,,,,,,,,,,,
6,Isaiah Joe,19:52,0.9,0.9,0.4,0.0,0.0,5.4,2.7,14.5,0.0,0.0,0.0,10.7,182.0,119.0,3.3,PortlandTrailBlazersatOklahomaCityThunderBoxScore January23,,,,,,,,,,,,,,,,,,,
10,Isaiah Joe,13:38,0.8,0.8,0.6,0.0,0.0,14.4,8.5,9.9,6.7,0.0,0.0,15.6,146.0,78.0,12.2,SanAntonioSpursatOklahomaCityThunderBoxScore November14,,,,,,,,,,,,,,,,,,,
8,Isaiah Joe,14:30,0.563,0.563,0.875,0.0,0.0,0.0,0.0,8.3,0.0,6.1,0.0,22.9,112.0,120.0,-1.2,UtahJazzatOklahomaCityThunderBoxScore December11,,,,,,,,,,,,,,,,,,,
9,Isaiah Joe,17:43,0.563,0.563,0.625,0.0,6.3,0.0,3.2,6.9,2.6,0.0,20.0,23.5,96.0,140.0,-9.0,OklahomaCityThunderatAtlantaHawksBoxScore January3,,,,,,,,,,,,,,,,,,,
7,Isaiah Joe,19:52,0.3,0.3,0.6,0.0,0.0,4.9,2.8,5.7,0.0,4.6,16.7,13.5,60.0,133.0,-10.7,OklahomaCityThunderatBrooklynNetsBoxScore January5,,,,,,,,,,,,,,,,,,,
6,Isaiah Joe,21:37,0.717,0.688,0.75,0.5,6.5,17.4,13.1,12.3,2.3,0.0,17.0,24.9,123.0,104.0,3.9,OklahomaCityThunderatChicagoBullsBoxScore October25,,,,,,,,,,,,,,,,,,,
