Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
3,Dorian Finney-Smith,36:46,0.7,0.7,0.9,0.0,10.4,12.4,11.4,3.6,0.0,0.0,0.0,11.6,153.0,129.0,1.2,BostonCelticsatBrooklynNetsBoxScore November4,,,,,,,,,,,,,,,,,,,
0,Dorian Finney-Smith,39:28,1.0,1.0,0.857,0.0,7.3,8.5,7.8,2.6,2.6,2.2,12.5,8.1,184.0,137.0,5.4,CharlotteHornetsatBrooklynNetsBoxScore November30,,,,,,,,,,,,,,,,,,,
3,Dorian Finney-Smith,34:26,0.45,0.45,0.7,0.0,0.0,13.6,7.1,3.8,3.1,2.7,9.1,15.6,86.0,116.0,-6.7,ChicagoBullsatBrooklynNetsBoxScore November26,,,,,,,,,,,,,,,,,,,
10,Dorian Finney-Smith,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ClevelandCavaliersatBrooklynNetsBoxScore February8,,,,,,,,,,,,,,,,,,,
6,Dorian Finney-Smith,27:48,0.592,0.625,0.75,0.125,4.1,15.0,9.8,9.8,0.0,0.0,26.2,17.6,91.0,122.0,-5.4,ClevelandCavaliersatBrooklynNetsBoxScore October25,,,,,,,,,,,,,,,,,,,
6,Dorian Finney-Smith,30:18,0.778,0.778,0.556,0.0,6.7,8.1,7.4,4.5,0.0,0.0,10.0,14.3,138.0,135.0,0.4,DenverNuggetsatBrooklynNetsBoxScore December22,,,,,,,,,,,,,,,,,,,
6,Dorian Finney-Smith,27:25,0.833,0.833,0.667,0.0,0.0,28.4,14.2,4.6,3.6,0.0,0.0,9.5,158.0,113.0,4.4,DetroitPistonsatBrooklynNetsBoxScore December23,,,,,,,,,,,,,,,,,,,
9,Dorian Finney-Smith,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GoldenStateWarriorsatBrooklynNetsBoxScore February5,,,,,,,,,,,,,,,,,,,
4,Dorian Finney-Smith,30:35,0.69,0.75,0.667,0.333,0.0,20.7,11.6,18.8,3.0,5.5,17.9,24.1,104.0,93.0,9.3,HoustonRocketsatBrooklynNetsBoxScore January27,,,,,,,,,,,,,,,,,,,
0,Dorian Finney-Smith,35:17,0.545,0.545,0.727,0.0,7.6,17.7,12.2,8.6,1.4,7.4,0.0,13.4,128.0,95.0,6.9,LosAngelesClippersatBrooklynNetsBoxScore November8,,,,,,,,,,,,,,,,,,,
2,Dorian Finney-Smith,11:30,,,,,,,,,,,,,,,,MiamiHeatatBrooklynNetsBoxScore January15,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,-8.0
2,Dorian Finney-Smith,34:28,0.889,0.889,0.444,0.0,7.1,8.9,8.1,14.3,0.0,2.6,0.0,12.6,183.0,113.0,6.8,MiamiHeatatBrooklynNetsBoxScore November25,,,,,,,,,,,,,,,,,,,
2,Dorian Finney-Smith,36:53,0.292,0.292,0.583,0.0,11.1,5.5,8.3,5.8,0.0,2.7,7.7,14.7,86.0,130.0,-9.5,MilwaukeeBucksatBrooklynNetsBoxScore November6,,,,,,,,,,,,,,,,,,,
1,Dorian Finney-Smith,35:46,0.667,0.667,0.833,0.0,0.0,8.4,3.8,8.7,0.0,0.0,0.0,8.3,134.0,113.0,-0.1,MinnesotaTimberwolvesatBrooklynNetsBoxScore January25,,,,,,,,,,,,,,,,,,,
7,Dorian Finney-Smith,24:14,0.563,0.5,0.75,0.25,0.0,13.5,5.8,0.0,0.0,0.0,10.1,16.4,104.0,126.0,-6.8,NewYorkKnicksatBrooklynNetsBoxScore December20,,,,,,,,,,,,,,,,,,,
1,Dorian Finney-Smith,36:49,0.25,0.25,0.7,0.0,5.9,0.0,3.2,23.2,1.4,2.3,16.7,14.2,84.0,121.0,-5.4,NewYorkKnicksatBrooklynNetsBoxScore January23,,,,,,,,,,,,,,,,,,,
