Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
8,Matt Ryan,16:51,0.41,0.25,0.75,0.5,6.8,6.3,6.5,7.7,0.0,0.0,17.0,16.4,89.0,142.0,-14.6,AtlantaHawksatNewOrleansPelicansBoxScore November4
6,Matt Ryan,27:06,1.0,1.0,0.857,0.0,11.3,10.8,11.1,9.3,0.0,0.0,0.0,10.4,200.0,131.0,7.3,DallasMavericksatNewOrleansPelicansBoxScore November12
8,Matt Ryan,19:57,0.429,0.429,0.714,0.0,0.0,10.5,5.5,0.0,2.4,0.0,0.0,14.3,93.0,113.0,-7.9,DallasMavericksatNewOrleansPelicansBoxScore November14
7,Matt Ryan,18:44,0.605,0.643,0.714,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,103.0,118.0,-3.0,DenverNuggetsatNewOrleansPelicansBoxScore November17
1,Matt Ryan,35:03,1.0,1.0,0.8,0.0,0.0,5.7,3.3,9.3,0.0,0.0,23.1,16.6,129.0,126.0,3.4,DetroitPistonsatNewOrleansPelicansBoxScore November2
6,Matt Ryan,27:10,0.636,0.611,0.778,0.111,3.1,3.8,3.4,11.4,1.8,0.0,17.5,17.5,109.0,135.0,-1.4,GoldenStateWarriorsatNewOrleansPelicansBoxScore October30
6,Matt Ryan,26:37,0.919,0.9,0.8,0.2,0.0,16.9,7.4,4.7,1.8,0.0,35.5,13.5,106.0,125.0,-0.4,MinnesotaTimberwolvesatNewOrleansPelicansBoxScore November18
6,Matt Ryan,25:43,0.188,0.188,1.0,0.0,0.0,10.2,5.5,14.7,1.9,3.5,0.0,13.9,56.0,88.0,-3.1,NewYorkKnicksatNewOrleansPelicansBoxScore October28
6,Matt Ryan,25:08,0.912,0.875,0.75,0.375,0.0,0.0,0.0,5.4,0.0,0.0,0.0,16.2,181.0,140.0,5.5,NewOrleansPelicansatDenverNuggetsBoxScore November6
13,Matt Ryan,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewOrleansPelicansatHoustonRocketsBoxScore January31
6,Matt Ryan,16:11,0.0,0.0,1.0,0.0,0.0,11.9,6.5,0.0,3.0,0.0,50.0,5.5,0.0,105.0,-7.7,NewOrleansPelicansatHoustonRocketsBoxScore November10
8,Matt Ryan,13:51,0.75,0.75,1.0,0.0,0.0,7.1,3.9,11.7,0.0,0.0,0.0,18.0,156.0,109.0,7.3,NewOrleansPelicansatMemphisGrizzliesBoxScore October25
6,Matt Ryan,26:05,0.785,0.6,0.8,1.2,0.0,19.9,8.4,5.7,0.0,0.0,39.6,19.4,94.0,122.0,-6.7,NewOrleansPelicansatMinnesotaTimberwolvesBoxScore November8
8,Matt Ryan,19:38,0.417,0.417,0.833,0.0,0.0,17.5,6.9,0.0,0.0,0.0,14.3,13.7,76.0,108.0,-9.8,NewOrleansPelicansatOklahomaCityThunderBoxScore November1
12,Matt Ryan,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewOrleansPelicansatSanAntonioSpursBoxScore February2
