Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
2,Caleb Martin,35:09,0.583,0.556,0.444,0.111,6.4,17.1,12.0,7.9,1.4,3.3,0.0,11.1,141.0,111.0,1.2,AtlantaHawksatMiamiHeatBoxScore December22,,,,,,,,,,,,,,,,,,,
3,Caleb Martin,26:49,0.556,0.556,0.333,0.0,12.8,22.4,17.5,5.8,0.0,3.4,10.0,16.6,120.0,116.0,0.3,AtlantaHawksatMiamiHeatBoxScore January19,,,,,,,,,,,,,,,,,,,
7,Caleb Martin,21:41,0.311,0.25,0.667,0.167,4.3,17.0,8.5,11.8,2.4,0.0,0.0,27.5,81.0,154.0,-11.5,BostonCelticsatMiamiHeatBoxScore January25,,,,,,,,,,,,,,,,,,,
9,Caleb Martin,12:16,0.75,0.75,0.75,0.0,10.6,0.0,5.4,22.9,0.0,0.0,20.0,19.5,134.0,131.0,1.1,BrooklynNetsatMiamiHeatBoxScore November16,,,,,,,,,,,,,,,,,,,
1,Caleb Martin,36:19,0.346,0.346,0.231,0.0,9.0,11.7,10.2,14.8,0.0,2.9,23.5,19.3,81.0,111.0,-11.3,CharlotteHornetsatMiamiHeatBoxScore December13,,,,,,,,,,,,,,,,,,,
8,Caleb Martin,24:56,0.2,0.2,0.4,0.0,0.0,10.1,6.1,10.1,2.0,0.0,16.7,11.3,52.0,94.0,-10.0,CharlotteHornetsatMiamiHeatBoxScore January14,,,,,,,,,,,,,,,,,,,
0,Caleb Martin,38:54,0.654,0.654,0.308,0.0,6.2,27.4,17.4,17.4,0.0,0.0,7.1,16.4,132.0,127.0,1.2,ChicagoBullsatMiamiHeatBoxScore December14,,,,,,,,,,,,,,,,,,,
0,Caleb Martin,36:44,0.738,0.75,0.0,1.0,7.1,7.7,7.4,7.4,2.9,0.0,14.8,17.0,134.0,127.0,-0.7,ChicagoBullsatMiamiHeatBoxScore December16,,,,,,,,,,,,,,,,,,,
1,Caleb Martin,34:16,0.472,0.5,0.533,0.133,3.0,16.7,9.6,19.6,0.0,5.7,5.9,21.4,98.0,112.0,1.1,ClevelandCavaliersatMiamiHeatBoxScore December8,,,,,,,,,,,,,,,,,,,
7,Caleb Martin,19:30,0.143,0.143,0.429,0.0,4.5,10.0,7.1,7.1,2.6,0.0,0.0,15.6,51.0,110.0,-13.6,DetroitPistonsatMiamiHeatBoxScore October25,,,,,,,,,,,,,,,,,,,
6,Caleb Martin,35:15,0.6,0.6,0.267,0.0,3.9,5.4,4.5,11.0,1.4,0.0,16.7,22.4,105.0,144.0,-6.4,IndianaPacersatMiamiHeatBoxScore December2,,,,,,,,,,,,,,,,,,,
