Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
11,A.J. Lawson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BostonCelticsatDallasMavericksBoxScore January22
12,A.J. Lawson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ClevelandCavaliersatDallasMavericksBoxScore December27
10,A.J. Lawson,0:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,-10.7,LosAngelesClippersatDallasMavericksBoxScore December20
11,A.J. Lawson,0:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,-9.7,LosAngelesLakersatDallasMavericksBoxScore December12
12,A.J. Lawson,4:18,0.266,0.0,1.0,2.0,0.0,26.6,11.9,0.0,0.0,0.0,0.0,18.7,62.0,116.0,-16.4,MemphisGrizzliesatDallasMavericksBoxScore December1
11,A.J. Lawson,4:42,0.5,0.5,0.667,0.0,23.2,23.8,23.5,0.0,0.0,0.0,0.0,28.9,112.0,126.0,-2.0,MemphisGrizzliesatDallasMavericksBoxScore January9
11,A.J. Lawson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MilwaukeeBucksatDallasMavericksBoxScore February3
13,A.J. Lawson,1:46,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,200.0,127.0,18.4,MinnesotaTimberwolvesatDallasMavericksBoxScore December14
12,A.J. Lawson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MinnesotaTimberwolvesatDallasMavericksBoxScore January7
10,A.J. Lawson,6:05,0.436,0.333,0.333,0.333,0.0,20.2,10.1,27.1,0.0,0.0,22.5,34.1,82.0,133.0,-13.6,NewOrleansPelicansatDallasMavericksBoxScore January13
9,A.J. Lawson,13:37,0.5,0.5,0.667,0.0,8.4,0.0,4.5,0.0,0.0,6.1,0.0,9.5,126.0,126.0,-2.4,NewOrleansPelicansatDallasMavericksBoxScore January15
11,A.J. Lawson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NewYorkKnicksatDallasMavericksBoxScore January11
6,A.J. Lawson,18:52,0.551,0.55,0.7,0.2,0.0,0.0,0.0,17.7,0.0,4.5,0.0,23.6,125.0,134.0,2.0,OklahomaCityThunderatDallasMavericksBoxScore December2
11,A.J. Lawson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OrlandoMagicatDallasMavericksBoxScore January29
11,A.J. Lawson,4:48,0.5,0.5,0.667,0.0,0.0,29.4,12.2,32.3,0.0,0.0,0.0,27.0,117.0,134.0,4.5,PhoenixSunsatDallasMavericksBoxScore January24
12,A.J. Lawson,8:26,0.375,0.375,0.25,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,20.1,75.0,92.0,-7.1,PortlandTrailBlazersatDallasMavericksBoxScore January3
7,A.J. Lawson,24:52,0.658,0.563,0.5,0.75,4.6,14.8,10.3,8.0,3.6,0.0,15.8,20.4,123.0,94.0,-3.2,PortlandTrailBlazersatDallasMavericksBoxScore January5
10,A.J. Lawson,3:45,0.5,0.5,0.5,0.0,0.0,0.0,0.0,42.4,0.0,0.0,33.3,33.1,77.0,127.0,-16.2,SacramentoKingsatDallasMavericksBoxScore January27
6,A.J. Lawson,30:35,0.85,0.85,0.4,0.0,10.5,12.8,11.7,11.5,2.9,0.0,9.1,14.2,167.0,109.0,7.2,SanAntonioSpursatDallasMavericksBoxScore December23
11,A.J. Lawson,6:39,1.0,1.0,0.0,0.0,16.8,0.0,8.0,0.0,0.0,0.0,0.0,12.4,210.0,108.0,4.7,UtahJazzatDallasMavericksBoxScore December6
11,A.J. Lawson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DallasMavericksatAtlantaHawksBoxScore January26
12,A.J. Lawson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DallasMavericksatBrooklynNetsBoxScore February6
9,A.J. Lawson,14:50,0.615,0.625,0.5,0.5,6.2,8.7,7.3,0.0,0.0,0.0,17.0,17.1,108.0,140.0,-6.7,DallasMavericksatDenverNuggetsBoxScore December18
13,A.J. Lawson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DallasMavericksatGoldenStateWarriorsBoxScore December30
7,A.J. Lawson,23:20,0.82,0.75,0.25,0.5,0.0,9.1,3.7,7.1,7.7,0.0,38.1,13.1,96.0,103.0,1.5,DallasMavericksatHoustonRocketsBoxScore December22
11,A.J. Lawson,4:44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,200.0,132.0,0.3,DallasMavericksatLosAngelesLakersBoxScore January17
9,A.J. Lawson,13:38,0.286,0.286,0.571,0.0,9.3,0.0,4.3,9.8,0.0,0.0,12.5,25.3,70.0,124.0,-19.3,DallasMavericksatMemphisGrizzliesBoxScore December11
12,A.J. Lawson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DallasMavericksatMinnesotaTimberwolvesBoxScore December28
9,A.J. Lawson,15:27,0.255,0.2,0.4,0.4,6.9,10.0,8.2,11.1,0.0,6.2,0.0,17.7,72.0,132.0,-9.2,DallasMavericksatMinnesotaTimberwolvesBoxScore January31
10,A.J. Lawson,1:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,-9.5,DallasMavericksatNewYorkKnicksBoxScore February8
11,A.J. Lawson,4:41,0.773,1.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,129.0,117.0,9.7,DallasMavericksatPhiladelphia76ersBoxScore February5
10,A.J. Lawson,4:59,0.0,0.0,1.0,0.0,0.0,21.9,11.3,0.0,0.0,0.0,0.0,17.8,0.0,118.0,-25.0,DallasMavericksatPhoenixSunsBoxScore December25
13,A.J. Lawson,0:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,-8.3,DallasMavericksatPortlandTrailBlazersBoxScore December16
10,A.J. Lawson,6:37,0.333,0.333,0.667,0.0,0.0,14.2,8.1,0.0,0.0,0.0,0.0,18.8,72.0,114.0,-15.7,DallasMavericksatPortlandTrailBlazersBoxScore December8
