Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Terry Rozier,34:21,0.564,0.5,0.438,0.75,3.3,11.0,7.5,25.2,0.0,0.0,12.4,29.1,114.0,110.0,-1.1,AtlantaHawksatCharlotteHornetsBoxScore October25,,,,,,,,,,,,,,,,,,,
3,Terry Rozier,28:46,0.35,0.35,0.4,0.0,0.0,12.8,4.3,13.5,1.8,0.0,0.0,16.1,88.0,156.0,-11.9,BostonCelticsatMiamiHeatBoxScore January25,,,,,,,,,,,,,,,,,,,
0,Terry Rozier,40:42,0.592,0.579,0.316,0.053,0.0,8.6,4.2,30.1,1.1,2.2,9.3,22.2,117.0,131.0,-0.6,BrooklynNetsatCharlotteHornetsBoxScore October30,,,,,,,,,,,,,,,,,,,
0,Terry Rozier,19:33,,,,,,,,,,,,,,,,ChicagoBullsatCharlotteHornetsBoxScore January8,4.0,7.0,0.571,3.0,5.0,0.6,10.0,10.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,21.0,5.0
14,Terry Rozier,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DenverNuggetsatCharlotteHornetsBoxScore December23,,,,,,,,,,,,,,,,,,,
0,Terry Rozier,34:42,0.46,0.4,0.35,0.2,2.7,6.6,4.4,6.3,1.3,0.0,8.4,27.2,90.0,111.0,-5.8,DetroitPistonsatCharlotteHornetsBoxScore October27,,,,,,,,,,,,,,,,,,,
0,Terry Rozier,37:47,0.464,0.412,0.294,0.176,2.5,18.1,9.6,21.8,2.8,0.0,9.8,24.3,98.0,110.0,-1.3,LosAngelesClippersatMiamiHeatBoxScore February4,,,,,,,,,,,,,,,,,,,
6,Terry Rozier,29:23,0.379,0.318,0.455,0.182,6.8,8.2,7.4,29.1,3.4,0.0,20.2,22.1,84.0,109.0,-5.1,MemphisGrizzliesatMiamiHeatBoxScore January24,,,,,,,,,,,,,,,,,,,
0,Terry Rozier,39:28,0.847,0.824,0.765,0.412,3.0,3.7,3.3,56.8,0.0,0.0,13.0,27.1,154.0,131.0,15.7,MiamiHeatatCharlotteHornetsBoxScore December11,,,,,,,,,,,,,,,,,,,
2,Terry Rozier,35:29,0.518,0.475,0.35,0.25,3.3,18.8,10.5,28.5,2.9,0.0,4.3,29.2,118.0,127.0,1.3,MinnesotaTimberwolvesatCharlotteHornetsBoxScore December2,,,,,,,,,,,,,,,,,,,
0,Terry Rozier,39:04,0.561,0.52,0.44,0.16,0.0,11.7,5.6,26.8,3.8,0.0,7.0,32.3,113.0,112.0,9.5,NewOrleansPelicansatCharlotteHornetsBoxScore December15,,,,,,,,,,,,,,,,,,,
1,Terry Rozier,31:15,0.676,0.667,0.333,0.25,3.7,18.3,11.0,29.7,1.6,0.0,7.0,20.4,144.0,100.0,8.5,OrlandoMagicatMiamiHeatBoxScore February6,,,,,,,,,,,,,,,,,,,
3,Terry Rozier,19:30,0.3,0.3,0.5,0.0,5.1,7.5,6.1,19.2,0.0,0.0,16.7,27.6,61.0,141.0,-17.2,Philadelphia76ersatCharlotteHornetsBoxScore December16,,,,,,,,,,,,,,,,,,,
1,Terry Rozier,35:35,0.47,0.5,0.278,0.278,0.0,26.4,13.1,35.4,1.4,0.0,12.9,29.2,88.0,98.0,-0.8,Philadelphia76ersatCharlotteHornetsBoxScore January20,,,,,,,,,,,,,,,,,,,
3,Terry Rozier,27:23,0.727,0.714,0.429,0.071,0.0,7.6,3.9,27.7,0.0,3.2,6.5,25.5,133.0,126.0,9.0,PhoenixSunsatMiamiHeatBoxScore January29,,,,,,,,,,,,,,,,,,,
1,Terry Rozier,31:33,0.628,0.536,0.429,0.571,0.0,14.5,6.8,11.8,1.7,2.8,0.0,26.1,134.0,130.0,6.0,SacramentoKingsatCharlotteHornetsBoxScore January10,,,,,,,,,,,,,,,,,,,
3,Terry Rozier,29:31,0.188,0.188,0.5,0.0,4.2,12.0,8.7,40.3,3.4,3.1,11.1,14.3,95.0,105.0,0.7,SacramentoKingsatMiamiHeatBoxScore January31,,,,,,,,,,,,,,,,,,,
2,Terry Rozier,34:24,0.45,0.417,0.389,0.111,3.8,18.9,11.3,30.0,1.4,0.0,13.7,28.3,106.0,127.0,-8.8,SanAntonioSpursatCharlotteHornetsBoxScore January19,,,,,,,,,,,,,,,,,,,
3,Terry Rozier,28:12,0.421,0.4,0.467,0.067,3.8,3.7,3.7,24.7,0.0,0.0,6.1,26.1,94.0,107.0,-7.2,SanAntonioSpursatMiamiHeatBoxScore February7,,,,,,,,,,,,,,,,,,,
0,Terry Rozier,39:31,0.61,0.533,0.333,0.333,0.0,6.4,3.3,44.5,0.0,0.0,10.4,22.7,137.0,127.0,-1.0,TorontoRaptorsatCharlotteHornetsBoxScore December8,,,,,,,,,,,,,,,,,,,
0,Terry Rozier,39:59,0.691,0.66,0.36,0.16,0.0,9.6,5.2,51.3,2.6,0.0,10.1,33.4,145.0,136.0,10.1,CharlotteHornetsatBrooklynNetsBoxScore November30,,,,,,,,,,,,,,,,,,,
0,Terry Rozier,40:00,0.485,0.438,0.458,0.167,2.5,9.4,6.1,31.1,1.3,3.7,7.2,29.9,106.0,118.0,0.4,CharlotteHornetsatChicagoBullsBoxScore December6,,,,,,,,,,,,,,,,,,,
1,Terry Rozier,36:24,0.4,0.324,0.412,0.235,2.7,11.6,6.4,31.4,1.5,0.0,13.8,27.3,89.0,116.0,-5.5,CharlotteHornetsatChicagoBullsBoxScore January5,,,,,,,,,,,,,,,,,,,
0,Terry Rozier,38:29,0.5,0.5,0.286,0.0,5.4,3.5,4.6,23.0,1.2,0.0,16.0,26.7,103.0,133.0,-5.8,CharlotteHornetsatHoustonRocketsBoxScore November1,,,,,,,,,,,,,,,,,,,
1,Terry Rozier,34:37,0.458,0.423,0.385,0.115,6.0,33.5,16.6,31.2,1.5,0.0,3.5,34.6,115.0,148.0,0.7,CharlotteHornetsatIndianaPacersBoxScore December20,,,,,,,,,,,,,,,,,,,
2,Terry Rozier,31:11,0.679,0.607,0.357,0.357,0.0,23.1,12.0,12.7,0.0,3.2,0.0,22.4,155.0,128.0,5.6,CharlotteHornetsatIndianaPacersBoxScore November4,,,,,,,,,,,,,,,,,,,
0,Terry Rozier,39:22,0.37,0.37,0.348,0.13,0.0,10.8,5.6,25.7,1.2,0.0,14.1,31.1,74.0,119.0,-11.1,CharlotteHornetsatLosAngelesClippersBoxScore December26,,,,,,,,,,,,,,,,,,,
1,Terry Rozier,32:11,0.501,0.393,0.214,0.643,0.0,22.4,10.5,36.7,1.4,0.0,18.2,28.2,100.0,124.0,-5.3,CharlotteHornetsatLosAngelesLakersBoxScore December28,,,,,,,,,,,,,,,,,,,
2,Terry Rozier,37:17,0.914,0.893,0.429,0.214,0.0,8.8,5.0,32.0,5.3,2.3,6.1,20.4,170.0,112.0,17.7,CharlotteHornetsatMiamiHeatBoxScore December13,,,,,,,,,,,,,,,,,,,
1,Terry Rozier,34:36,0.507,0.435,0.478,0.261,4.9,11.2,7.4,44.3,0.0,0.0,3.8,32.2,120.0,113.0,9.8,CharlotteHornetsatMiamiHeatBoxScore January14,,,,,,,,,,,,,,,,,,,
2,Terry Rozier,34:57,0.427,0.417,0.5,0.167,0.0,8.1,3.9,12.7,0.0,0.0,23.7,21.9,77.0,133.0,-17.1,CharlotteHornetsatMinnesotaTimberwolvesBoxScore January22,,,,,,,,,,,,,,,,,,,
1,Terry Rozier,32:05,0.833,0.833,0.733,0.0,3.1,3.6,3.3,23.4,1.6,3.6,6.3,21.6,155.0,147.0,12.2,CharlotteHornetsatNewOrleansPelicansBoxScore January17,,,,,,,,,,,,,,,,,,,
