Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
8,Daniel Theis,21:10,1.187,1.2,0.4,0.6,0.0,5.7,2.7,7.6,2.4,0.0,0.0,13.6,242.0,152.0,12.7,BostonCelticsatLosAngelesClippersBoxScore December23
8,Daniel Theis,17:14,0.667,0.667,0.167,0.0,14.7,6.5,10.3,9.0,0.0,10.9,14.3,18.1,126.0,111.0,2.2,BrooklynNetsatLosAngelesClippersBoxScore January21
14,Daniel Theis,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CharlotteHornetsatIndianaPacersBoxScore November4
9,Daniel Theis,15:21,0.714,0.714,0.0,0.0,13.9,14.9,14.4,0.0,0.0,0.0,12.5,23.0,124.0,110.0,-0.2,CharlotteHornetsatLosAngelesClippersBoxScore December26
14,Daniel Theis,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ChicagoBullsatIndianaPacersBoxScore October30
14,Daniel Theis,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ClevelandCavaliersatIndianaPacersBoxScore November3
8,Daniel Theis,16:00,0.363,0.333,0.167,0.333,13.6,6.0,9.6,0.0,0.0,5.7,12.7,20.8,84.0,98.0,-8.9,DallasMavericksatLosAngelesClippersBoxScore November25
7,Daniel Theis,20:45,0.5,0.5,0.5,0.0,25.7,26.7,26.2,0.0,0.0,10.4,11.1,19.1,116.0,100.0,2.8,DenverNuggetsatLosAngelesClippersBoxScore December6
8,Daniel Theis,12:11,0.5,0.5,0.0,0.0,7.9,0.0,3.9,14.5,0.0,11.3,20.0,17.4,96.0,119.0,-3.5,DenverNuggetsatLosAngelesClippersBoxScore November27
8,Daniel Theis,15:37,0.532,0.0,0.5,2.0,0.0,6.7,3.7,7.5,3.3,6.5,0.0,10.8,137.0,120.0,0.0,GoldenStateWarriorsatLosAngelesClippersBoxScore December14
7,Daniel Theis,21:56,0.545,0.545,0.182,0.0,10.7,10.7,10.7,7.1,2.2,10.2,8.3,24.5,104.0,104.0,0.3,GoldenStateWarriorsatLosAngelesClippersBoxScore December2
9,Daniel Theis,10:27,0.258,0.333,0.333,0.667,0.0,27.0,14.7,0.0,4.7,0.0,0.0,16.5,51.0,93.0,-9.7,HoustonRocketsatLosAngelesClippersBoxScore November17
8,Daniel Theis,20:49,0.436,0.333,0.667,0.333,6.8,5.4,6.0,9.3,2.3,0.0,0.0,7.4,130.0,117.0,-5.5,LosAngelesLakersatLosAngelesClippersBoxScore January23
9,Daniel Theis,13:10,0.644,0.667,0.333,0.667,8.9,7.9,8.4,0.0,0.0,15.5,20.5,15.5,106.0,94.0,-2.1,MemphisGrizzliesatLosAngelesClippersBoxScore December29
9,Daniel Theis,16:17,0.773,0.667,0.333,0.667,0.0,6.9,4.1,0.0,0.0,0.0,34.0,17.1,98.0,120.0,-10.9,MiamiHeatatLosAngelesClippersBoxScore January1
10,Daniel Theis,8:26,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,53.0,126.0,-20.6,MilwaukeeBucksatIndianaPacersBoxScore November9
10,Daniel Theis,6:56,0.532,0.0,0.0,2.0,0.0,18.7,9.2,0.0,0.0,0.0,0.0,12.0,123.0,123.0,-5.8,NewOrleansPelicansatLosAngelesClippersBoxScore February7
8,Daniel Theis,20:43,0.5,0.5,0.667,0.0,0.0,21.6,10.4,11.7,0.0,10.9,25.0,8.4,89.0,113.0,-0.1,NewOrleansPelicansatLosAngelesClippersBoxScore November24
9,Daniel Theis,14:57,0.621,0.333,0.0,2.0,0.0,7.0,4.0,0.0,3.2,0.0,0.0,16.3,138.0,122.0,-8.0,NewYorkKnicksatLosAngelesClippersBoxScore December16
