Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
4,Jamal Murray,22:23,0.533,0.533,0.267,0.0,0.0,4.0,2.1,13.4,6.4,3.3,0.0,27.7,112.0,96.0,7.1,BrooklynNetsatDenverNuggetsBoxScore December14
3,Jamal Murray,26:48,0.655,0.594,0.563,0.438,0.0,11.2,6.0,44.0,3.7,3.0,9.5,37.4,126.0,95.0,15.1,CharlotteHornetsatDenverNuggetsBoxScore January1
4,Jamal Murray,9:30,0.333,0.333,0.0,0.0,0.0,21.1,11.8,0.0,0.0,0.0,0.0,14.4,71.0,111.0,-15.1,ChicagoBullsatDenverNuggetsBoxScore November4
2,Jamal Murray,24:45,0.739,0.714,0.286,0.143,0.0,14.9,8.7,11.6,2.1,3.6,11.8,31.3,129.0,107.0,8.7,DallasMavericksatDenverNuggetsBoxScore December18
0,Jamal Murray,39:18,0.51,0.4,0.4,0.4,0.0,5.8,2.9,37.0,1.3,0.0,10.2,20.3,138.0,125.0,0.1,DallasMavericksatDenverNuggetsBoxScore November3
1,Jamal Murray,30:01,0.683,0.646,0.333,0.292,10.7,10.7,10.7,26.0,1.6,2.5,3.6,42.5,137.0,118.0,7.3,DetroitPistonsatDenverNuggetsBoxScore January7
3,Jamal Murray,32:48,0.693,0.639,0.278,0.278,3.7,13.9,8.9,17.3,3.0,0.0,9.0,29.5,133.0,114.0,7.5,GoldenStateWarriorsatDenverNuggetsBoxScore December25
2,Jamal Murray,31:40,0.547,0.471,0.471,0.294,0.0,16.5,8.1,15.7,0.0,0.0,5.0,27.4,115.0,121.0,2.2,HoustonRocketsatDenverNuggetsBoxScore December8
4,Jamal Murray,22:22,0.494,0.393,0.571,0.357,0.0,35.8,16.9,32.7,0.0,0.0,0.0,31.8,132.0,134.0,-1.4,HoustonRocketsatDenverNuggetsBoxScore November29
3,Jamal Murray,36:10,0.633,0.639,0.222,0.222,0.0,2.7,1.7,33.8,1.4,0.0,20.2,32.2,110.0,116.0,-3.5,IndianaPacersatDenverNuggetsBoxScore January14
3,Jamal Murray,34:15,0.756,0.731,0.385,0.154,0.0,6.1,3.3,22.9,0.0,2.3,6.7,19.4,150.0,119.0,5.0,LosAngelesLakersatDenverNuggetsBoxScore October24
1,Jamal Murray,25:40,0.924,0.917,0.5,0.083,10.1,3.6,6.3,44.1,3.8,0.0,7.4,22.2,184.0,107.0,23.5,MemphisGrizzliesatDenverNuggetsBoxScore December28
2,Jamal Murray,35:51,0.663,0.591,0.091,0.455,3.2,3.0,3.1,25.2,2.7,0.0,7.0,34.7,130.0,111.0,11.7,MilwaukeeBucksatDenverNuggetsBoxScore January29
0,Jamal Murray,34:07,0.648,0.633,0.333,0.067,0.0,6.1,3.4,32.7,0.0,0.0,11.5,22.0,135.0,121.0,3.7,NewOrleansPelicansatDenverNuggetsBoxScore January12
3,Jamal Murray,27:31,0.493,0.385,0.462,0.385,3.7,4.5,4.1,26.2,0.0,0.0,6.2,25.1,119.0,129.0,-3.7,OklahomaCityThunderatDenverNuggetsBoxScore December16
0,Jamal Murray,35:36,0.291,0.3,0.4,0.067,0.0,9.9,4.6,48.5,1.4,2.4,11.5,21.9,77.0,121.0,-2.9,OklahomaCityThunderatDenverNuggetsBoxScore December29
2,Jamal Murray,33:21,0.419,0.391,0.261,0.087,3.8,21.6,12.9,37.0,1.4,0.0,11.2,33.2,96.0,121.0,-4.2,OrlandoMagicatDenverNuggetsBoxScore January5
0,Jamal Murray,36:48,0.686,0.733,0.667,0.267,0.0,10.6,4.7,34.4,1.4,2.2,10.7,23.1,129.0,114.0,10.0,Philadelphia76ersatDenverNuggetsBoxScore January27
3,Jamal Murray,32:44,0.31,0.31,0.714,0.0,14.7,16.3,15.5,37.9,0.0,5.6,8.7,30.8,103.0,121.0,-3.2,PortlandTrailBlazersatDenverNuggetsBoxScore February2
0,Jamal Murray,34:24,0.622,0.625,0.375,0.125,6.8,9.7,8.3,45.2,1.6,5.2,5.6,24.4,146.0,120.0,13.1,PortlandTrailBlazersatDenverNuggetsBoxScore February4
0,Jamal Murray,36:55,0.453,0.447,0.368,0.105,0.0,7.4,4.1,48.0,0.0,4.3,13.1,28.7,104.0,110.0,3.4,UtahJazzatDenverNuggetsBoxScore October30
2,Jamal Murray,28:58,0.939,0.933,0.333,0.067,4.6,27.6,17.8,24.4,1.7,6.4,28.0,30.4,126.0,118.0,13.9,DenverNuggetsatAtlantaHawksBoxScore December11
3,Jamal Murray,36:59,0.784,0.786,0.333,0.143,0.0,21.2,12.2,28.8,0.0,0.0,4.3,31.6,156.0,118.0,18.6,DenverNuggetsatBostonCelticsBoxScore January19
0,Jamal Murray,34:15,0.71,0.684,0.316,0.421,3.6,11.9,8.1,42.6,0.0,5.0,4.3,31.7,148.0,126.0,16.5,DenverNuggetsatBrooklynNetsBoxScore December22
1,Jamal Murray,33:16,0.503,0.474,0.316,0.105,6.3,29.4,18.2,26.3,4.5,0.0,4.8,27.3,113.0,90.0,5.6,DenverNuggetsatCharlotteHornetsBoxScore December23
3,Jamal Murray,32:03,0.626,0.531,0.375,0.563,0.0,8.8,4.3,24.9,3.3,0.0,0.0,28.5,148.0,137.0,3.9,DenverNuggetsatGoldenStateWarriorsBoxScore January4
1,Jamal Murray,36:47,0.582,0.521,0.375,0.25,6.2,20.6,13.0,30.8,0.0,0.0,10.1,36.7,122.0,119.0,3.8,DenverNuggetsatIndianaPacersBoxScore January23
4,Jamal Murray,29:11,0.624,0.611,0.389,0.056,0.0,0.0,0.0,40.2,1.7,2.7,5.1,28.3,127.0,121.0,10.8,DenverNuggetsatLosAngelesClippersBoxScore December6
2,Jamal Murray,35:39,0.58,0.58,0.36,0.0,0.0,20.5,10.6,48.0,2.9,0.0,10.7,33.6,122.0,109.0,11.7,DenverNuggetsatLosAngelesLakersBoxScore February8
2,Jamal Murray,33:55,0.586,0.529,0.529,0.235,0.0,3.0,1.6,22.8,0.0,2.7,13.8,27.3,107.0,111.0,-0.6,DenverNuggetsatMemphisGrizzliesBoxScore October27
0,Jamal Murray,32:12,0.385,0.344,0.25,0.313,5.8,15.3,9.9,29.3,1.5,2.4,14.2,27.4,83.0,113.0,-1.4,DenverNuggetsatMinnesotaTimberwolvesBoxScore November1
0,Jamal Murray,29:33,0.365,0.318,0.273,0.273,0.0,8.3,3.9,39.0,0.0,0.0,19.6,22.9,81.0,139.0,-5.5,DenverNuggetsatNewYorkKnicksBoxScore January25
2,Jamal Murray,38:31,0.538,0.5,0.214,0.143,2.5,5.0,3.7,16.9,0.0,4.1,0.0,17.2,125.0,120.0,0.4,DenverNuggetsatOklahomaCityThunderBoxScore January31
0,Jamal Murray,29:55,0.679,0.679,0.071,0.0,5.0,3.6,4.2,33.3,0.0,0.0,22.2,27.1,122.0,107.0,1.3,DenverNuggetsatOklahomaCityThunderBoxScore October29
1,Jamal Murray,38:08,0.504,0.469,0.188,0.125,2.9,7.2,4.8,34.8,0.0,2.8,10.6,21.6,125.0,139.0,2.0,DenverNuggetsatPhiladelphia76ersBoxScore January16
2,Jamal Murray,32:04,0.455,0.455,0.318,0.0,3.3,14.6,8.6,25.3,1.6,4.8,8.3,32.9,104.0,112.0,-0.5,DenverNuggetsatTorontoRaptorsBoxScore December20
0,Jamal Murray,31:17,0.507,0.433,0.333,0.267,0.0,4.6,2.1,33.1,1.5,6.1,19.3,29.1,95.0,125.0,-4.1,DenverNuggetsatUtahJazzBoxScore January10
