Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
4,Myles Turner,22:15,0.833,0.786,0.214,0.357,13.1,14.4,13.8,16.8,2.1,4.2,5.8,32.6,162.0,113.0,14.0,AtlantaHawksatIndianaPacersBoxScore January5
2,Myles Turner,34:22,0.517,0.5,0.375,0.063,2.8,26.7,14.4,4.2,1.4,2.5,0.0,21.0,106.0,106.0,-0.1,BostonCelticsatIndianaPacersBoxScore December4
3,Myles Turner,29:52,0.47,0.455,0.455,0.364,9.1,15.7,12.0,10.7,0.0,0.0,0.0,18.5,110.0,124.0,-3.5,BostonCelticsatIndianaPacersBoxScore January6
0,Myles Turner,34:50,0.576,0.577,0.231,0.154,7.3,19.2,13.6,3.6,0.0,0.0,12.6,19.2,109.0,131.0,-6.3,BostonCelticsatIndianaPacersBoxScore January8
3,Myles Turner,25:08,0.745,0.611,0.444,0.778,6.6,20.8,15.3,0.0,0.0,6.0,7.6,23.5,147.0,117.0,-2.3,CharlotteHornetsatIndianaPacersBoxScore December20
2,Myles Turner,26:33,0.709,0.722,0.556,0.222,0.0,29.3,14.1,10.1,1.9,0.0,28.8,22.0,97.0,125.0,-4.8,CharlotteHornetsatIndianaPacersBoxScore November4
2,Myles Turner,31:45,0.571,0.536,0.571,0.571,6.7,29.6,18.3,16.8,0.0,4.3,5.4,24.1,119.0,108.0,7.2,ChicagoBullsatIndianaPacersBoxScore October30
2,Myles Turner,30:37,0.811,0.786,0.357,0.429,4.2,33.0,18.8,0.0,3.0,5.6,15.3,26.9,129.0,104.0,10.0,ClevelandCavaliersatIndianaPacersBoxScore November3
0,Myles Turner,37:02,0.522,0.444,0.278,0.389,0.0,18.5,9.7,4.0,1.4,0.0,8.7,28.2,99.0,119.0,-4.0,DenverNuggetsatIndianaPacersBoxScore January23
3,Myles Turner,26:58,0.691,0.607,0.214,0.429,20.2,22.8,21.4,10.2,1.8,12.4,10.7,27.5,144.0,106.0,10.6,DetroitPistonsatIndianaPacersBoxScore November24
4,Myles Turner,22:44,0.512,0.5,0.417,0.5,0.0,44.8,18.7,7.4,0.0,3.5,6.4,30.9,93.0,129.0,-6.2,GoldenStateWarriorsatIndianaPacersBoxScore February8
4,Myles Turner,28:45,0.591,0.563,0.375,0.25,0.0,12.5,6.9,8.2,1.7,4.6,5.3,30.1,113.0,130.0,-5.6,HoustonRocketsatIndianaPacersBoxScore February6
11,Myles Turner,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LosAngelesClippersatIndianaPacersBoxScore December18
1,Myles Turner,30:10,0.697,0.722,0.444,0.444,0.0,23.7,13.0,7.9,0.0,5.8,15.7,17.7,115.0,120.0,-1.5,MilwaukeeBucksatIndianaPacersBoxScore January3
2,Myles Turner,37:16,0.639,0.625,0.563,0.063,2.9,17.9,9.5,15.3,0.0,2.1,5.7,20.1,129.0,122.0,2.0,MilwaukeeBucksatIndianaPacersBoxScore November9
2,Myles Turner,30:55,0.764,0.765,0.471,0.176,4.6,25.9,16.3,9.0,0.0,0.0,5.2,27.2,139.0,126.0,6.2,NewYorkKnicksatIndianaPacersBoxScore December30
3,Myles Turner,29:19,0.94,0.909,0.364,0.364,4.5,27.3,15.9,0.0,1.8,11.9,7.3,21.9,169.0,116.0,14.8,OrlandoMagicatIndianaPacersBoxScore December23
2,Myles Turner,22:34,0.396,0.3,0.3,0.6,14.2,5.7,10.4,17.9,1.9,9.5,7.3,23.3,99.0,113.0,0.4,OrlandoMagicatIndianaPacersBoxScore November19
3,Myles Turner,27:09,0.727,0.708,0.5,0.333,14.3,21.6,18.5,4.4,1.6,6.1,6.8,21.2,146.0,107.0,6.8,Philadelphia76ersatIndianaPacersBoxScore January25
