Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
11,Jules Bernard,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AtlantaHawksatWashingtonWizardsBoxScore December31
11,Jules Bernard,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ClevelandCavaliersatWashingtonWizardsBoxScore February7
14,Jules Bernard,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DetroitPistonsatWashingtonWizardsBoxScore January15
12,Jules Bernard,5:27,1.0,1.0,0.0,0.0,19.1,34.5,27.2,24.3,0.0,0.0,0.0,7.6,207.0,121.0,9.1,LosAngelesClippersatWashingtonWizardsBoxScore January31
13,Jules Bernard,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiamiHeatatWashingtonWizardsBoxScore February2
12,Jules Bernard,6:56,0.75,0.75,0.5,0.0,0.0,22.3,9.0,51.8,6.6,11.0,33.3,17.1,123.0,115.0,22.1,PhoenixSunsatWashingtonWizardsBoxScore February4
11,Jules Bernard,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SanAntonioSpursatWashingtonWizardsBoxScore January20
14,Jules Bernard,0:50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.4,0.0,132.0,-59.9,UtahJazzatWashingtonWizardsBoxScore January25
10,Jules Bernard,4:36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,108.0,-42.5,WashingtonWizardsatAtlantaHawksBoxScore January13
12,Jules Bernard,3:56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.1,0.0,0.0,0.0,10.5,48.0,133.0,-9.1,WashingtonWizardsatBrooklynNetsBoxScore December8
11,Jules Bernard,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WashingtonWizardsatIndianaPacersBoxScore January10
11,Jules Bernard,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WashingtonWizardsatNewYorkKnicksBoxScore January18
12,Jules Bernard,6:11,0.25,0.25,0.5,0.0,15.2,0.0,8.5,0.0,0.0,0.0,20.0,32.2,52.0,142.0,-25.3,WashingtonWizardsatPhiladelphia76ersBoxScore December11
12,Jules Bernard,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WashingtonWizardsatPhoenixSunsBoxScore December17
12,Jules Bernard,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WashingtonWizardsatSanAntonioSpursBoxScore January29
